model_id,source_family,export_ok,export_returncode,mod_files,hoc_files,runner,export_seconds,export_error,neuron_runtime,neuron_status,jlems_spikes,neuron_spikes,jlems_first_spike_ms,neuron_first_spike_ms,max_spike_time_diff_ms,trace_rmse_mV,agreement_note,neuron_message
hay2011_soma,hay2011_bbp_channels,yes,0,14,1,LEMS_L5bPyrCellHayEtAl2011_LowDt_nrn.py,1.0,,True,ok,7,7,306.29787997155773,306.2808301928754,0.1820211046026543,2.1755151586766424,same spike count; see the numeric columns,
bbp2015_soma,hay2011_bbp_channels,yes,0,16,1,LEMS_Soma_AllNML2_nrn.py,1.1,,True,ok,5,5,307.30458292995263,307.29783676361274,0.041524106193946864,0.5248568333151097,same spike count; see the numeric columns,
traub2005_testseg2,traub2005,yes,0,15,1,LEMS_SomaTest_nrn.py,1.2,,True,ok,9,9,22.742040351693568,22.73376340281144,0.03869806214082416,0.8671696493804661,same spike count; see the numeric columns,
traub2005_testseg_all,traub2005,yes,0,25,1,LEMS_Thalamocortical_nrn.py,1.3,,True,ok,4,4,22.784405490087888,22.78059628657529,0.008573859501311176,0.18881999493008755,same spike count; see the numeric columns,
smith2013_singlecomp,smith2013,yes,0,9,1,LEMS_singleCompAllChans_nrn.py,1.1,,True,ok,7,7,305.7751665282622,305.7688451086337,0.06819858448972127,1.4042276980331152,same spike count; see the numeric columns,
migliore2005_ca1_soma,migliore2005,yes,0,8,1,LEMS_CA1PyramidalCell_nrn.py,1.2,,True,ok,4,4,25.336907504063365,25.328178259928244,0.05765974558663345,2.0662940406185806,same spike count; see the numeric columns,
