variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-scale_conductance-2956a62118,bbp2015_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"",""new"":""3.087 mS_per_cm2"",""old"":""3.43 mS_per_cm2""}],""element"":""channelDensityNernst"",""element_id"":""Ca_LVAst_all"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"",""new"":""3.087 mS_per_cm2"",""note"":""scale_conductance"",""old"":""3.43 mS_per_cm2""}]",{},"scale_conductance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all'] {""element"": ""channelDensityNernst"", ""element_id"": ""Ca_LVAst_all"", ""factor"": 0.9} condDensity: '3.43 mS_per_cm2' -> '3.087 mS_per_cm2'",20260917
m-scale_conductance-cb77f4c0e2,bbp2015_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""0.1 mS_per_cm2"",""old"":""0.2 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""Ih_all"",""factor"":0.5}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""0.1 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.2 mS_per_cm2""}]",{},"scale_conductance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all'] {""element"": ""channelDensity"", ""element_id"": ""Ih_all"", ""factor"": 0.5} condDensity: '0.2 mS_per_cm2' -> '0.1 mS_per_cm2'",20260917
m-scale_conductance-fb2a987fb5,bbp2015_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""0.4 mS_per_cm2"",""old"":""0.2 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""Ih_all"",""factor"":2.0}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""0.4 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.2 mS_per_cm2""}]",{},"scale_conductance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all'] {""element"": ""channelDensity"", ""element_id"": ""Ih_all"", ""factor"": 2.0} condDensity: '0.2 mS_per_cm2' -> '0.4 mS_per_cm2'",20260917
m-shift_reversal-bf26901f8d,bbp2015_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='K_Tst_all']"",""new"":""-83.0 mV"",""old"":""-85.0 mV""}],""element"":""channelDensity"",""element_id"":""K_Tst_all"",""shift_mV"":2.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='K_Tst_all']"",""new"":""-83.0 mV"",""note"":""shift_reversal"",""old"":""-85.0 mV""}]",{},"shift_reversal at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='K_Tst_all'] {""element"": ""channelDensity"", ""element_id"": ""K_Tst_all"", ""shift_mV"": 2.0} erev: '-85.0 mV' -> '-83.0 mV'",20260917
m-shift_reversal-80f63ef063,bbp2015_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""52.0 mV"",""old"":""50.0 mV""}],""element"":""channelDensity"",""element_id"":""Nap_Et2_all"",""shift_mV"":2.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""52.0 mV"",""note"":""shift_reversal"",""old"":""50.0 mV""}]",{},"shift_reversal at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all'] {""element"": ""channelDensity"", ""element_id"": ""Nap_Et2_all"", ""shift_mV"": 2.0} erev: '50.0 mV' -> '52.0 mV'",20260917
m-shift_reversal-2407231390,bbp2015_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""-55.0 mV"",""old"":""-45.0 mV""}],""element"":""channelDensity"",""element_id"":""Ih_all"",""shift_mV"":-10.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"",""new"":""-55.0 mV"",""note"":""shift_reversal"",""old"":""-45.0 mV""}]",{},"shift_reversal at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all'] {""element"": ""channelDensity"", ""element_id"": ""Ih_all"", ""shift_mV"": -10.0} erev: '-45.0 mV' -> '-55.0 mV'",20260917
m-shift_reversal-192b2f0278,bbp2015_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""60.0 mV"",""old"":""50.0 mV""}],""element"":""channelDensity"",""element_id"":""Nap_Et2_all"",""shift_mV"":10.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"",""new"":""60.0 mV"",""note"":""shift_reversal"",""old"":""50.0 mV""}]",{},"shift_reversal at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all'] {""element"": ""channelDensity"", ""element_id"": ""Nap_Et2_all"", ""shift_mV"": 10.0} erev: '50.0 mV' -> '60.0 mV'",20260917
m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.8 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.8}","[{""action"":""set"",""attribute"":""value"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.8 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.8} value: '1.0 uF_per_cm2' -> '0.8 uF_per_cm2'",20260917
m-scale_capacitance-7648f6033e,bbp2015_soma,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.5 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.5}","[{""action"":""set"",""attribute"":""value"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.5 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.5} value: '1.0 uF_per_cm2' -> '0.5 uF_per_cm2'",20260917
m-scale_gate_time_constant-de97b02e71,bbp2015_soma,biophysical,scale_gate_time_constant,"{""changes"":[{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"",""new"":""0.26125per_ms"",""old"":""0.209per_ms""},{""attribute"":""rate"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"",""new"":""1.175per_ms"",""old"":""0.94per_ms""}],""channel"":""Ca_HVA"",""factor"":1.25,""gate"":""m"",""mechanism"":""rate_parameters""}","[{""action"":""set"",""attribute"":""rate"",""file"":""NMC/NeuroML2/Ca_HVA.channel.nml"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"",""new"":""0.26125per_ms"",""note"":""scale_gate_time_constant"",""old"":""0.209per_ms""},{""action"":""set"",""attribute"":""rate"",""file"":""NMC/NeuroML2/Ca_HVA.channel.nml"",""locator"":""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"",""new"":""1.175per_ms"",""note"":""scale_gate_time_constant"",""old"":""0.94per_ms""}]",{},"scale_gate_time_constant at NMC/NeuroML2/Ca_HVA.channel.nml:/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m'] {""channel"": ""Ca_HVA"", ""factor"": 1.25, ""gate"": ""m"", ""mechanism"": ""rate_parameters""} rate: '0.209per_ms' -> '0.26125per_ms'; rate: '0.94per_ms' -> '1.175per_ms'",20260917
m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,biophysical,scale_gate_time_constant,"{""channel"":""SK_E2"",""factor"":0.5,""gate"":""z"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""NMC/NeuroML2/SK_E2.channel.nml"",""locator"":""/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""0.5\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at NMC/NeuroML2/SK_E2.channel.nml:/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z'] {""channel"": ""SK_E2"", ""factor"": 0.5, ""gate"": ""z"", ""mechanism"": ""q10_insert""} ",20260917
m-shift_gate_midpoint-10216538ab,bbp2015_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-159.9mV"",""old"":""-154.9mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/reverseRate[1]"",""new"":""-5mV"",""old"":""0mV""}],""channel"":""Ih"",""delta_mV"":-5.0,""gate"":""m"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""NMC/NeuroML2/Ih.channel.nml"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-159.9mV"",""note"":""shift_gate_midpoint"",""old"":""-154.9mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NMC/NeuroML2/Ih.channel.nml"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/reverseRate[1]"",""new"":""-5mV"",""note"":""shift_gate_midpoint"",""old"":""0mV""}]",{},"shift_gate_midpoint at NMC/NeuroML2/Ih.channel.nml:/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m'] {""channel"": ""Ih"", ""delta_mV"": -5.0, ""gate"": ""m"", ""mechanism"": ""rates""} midpoint: '-154.9mV' -> '-159.9mV'; midpoint: '0mV' -> '-5mV'",20260917
m-shift_gate_midpoint-4ee962add0,bbp2015_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='NaTs2_t']/ionChannel[@id='NaTs2_t']/gate[@id='m']/forwardRate[1]"",""new"":""-22mV"",""old"":""-32mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='NaTs2_t']/ionChannel[@id='NaTs2_t']/gate[@id='m']/reverseRate[1]"",""new"":""-22mV"",""old"":""-32mV""}],""channel"":""NaTs2_t"",""delta_mV"":10.0,""gate"":""m"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""NMC/NeuroML2/NaTs2_t.channel.nml"",""locator"":""/neuroml[@id='NaTs2_t']/ionChannel[@id='NaTs2_t']/gate[@id='m']/forwardRate[1]"",""new"":""-22mV"",""note"":""shift_gate_midpoint"",""old"":""-32mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NMC/NeuroML2/NaTs2_t.channel.nml"",""locator"":""/neuroml[@id='NaTs2_t']/ionChannel[@id='NaTs2_t']/gate[@id='m']/reverseRate[1]"",""new"":""-22mV"",""note"":""shift_gate_midpoint"",""old"":""-32mV""}]",{},"shift_gate_midpoint at NMC/NeuroML2/NaTs2_t.channel.nml:/neuroml[@id='NaTs2_t']/ionChannel[@id='NaTs2_t']/gate[@id='m'] {""channel"": ""NaTs2_t"", ""delta_mV"": 10.0, ""gate"": ""m"", ""mechanism"": ""rates""} midpoint: '-32mV' -> '-22mV'; midpoint: '-32mV' -> '-22mV'",20260917
m-scale_gate_slope-039828a4db,bbp2015_soma,kinetics,scale_gate_slope,"{""changes"":[{""attribute"":""scale"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-9.52mV"",""old"":""-11.9mV""},{""attribute"":""scale"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/reverseRate[1]"",""new"":""26.48mV"",""old"":""33.1mV""}],""channel"":""Ih"",""factor"":0.8,""gate"":""m"",""mechanism"":""rates""}","[{""action"":""set"",""attribute"":""scale"",""file"":""NMC/NeuroML2/Ih.channel.nml"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"",""new"":""-9.52mV"",""note"":""scale_gate_slope"",""old"":""-11.9mV""},{""action"":""set"",""attribute"":""scale"",""file"":""NMC/NeuroML2/Ih.channel.nml"",""locator"":""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/reverseRate[1]"",""new"":""26.48mV"",""note"":""scale_gate_slope"",""old"":""33.1mV""}]",{},"scale_gate_slope at NMC/NeuroML2/Ih.channel.nml:/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m'] {""channel"": ""Ih"", ""factor"": 0.8, ""gate"": ""m"", ""mechanism"": ""rates""} scale: '-11.9mV' -> '-9.52mV'; scale: '33.1mV' -> '26.48mV'",20260917
m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,kinetics,shift_forward_rate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='Im']/ionChannel[@id='Im']/gate[@id='m']/forwardRate[1]"",""new"":""-30mV"",""old"":""-35mV""}],""channel"":""Im"",""delta_mV"":5.0,""gate"":""m"",""mechanism"":""forward_rate""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""NMC/NeuroML2/Im.channel.nml"",""locator"":""/neuroml[@id='Im']/ionChannel[@id='Im']/gate[@id='m']/forwardRate[1]"",""new"":""-30mV"",""note"":""shift_forward_rate_midpoint"",""old"":""-35mV""}]",{},"shift_forward_rate_midpoint at NMC/NeuroML2/Im.channel.nml:/neuroml[@id='Im']/ionChannel[@id='Im']/gate[@id='m'] {""channel"": ""Im"", ""delta_mV"": 5.0, ""gate"": ""m"", ""mechanism"": ""forward_rate""} midpoint: '-35mV' -> '-30mV'",20260917
m-increase_dt-914f391273,bbp2015_soma,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""old"":""0.001ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""NMC/NeuroML2/LEMS_Soma_AllNML2.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.004ms"",""note"":""increase_dt"",""old"":""0.001ms""}]","{""dt_factor"":4}","increase_dt at NMC/NeuroML2/LEMS_Soma_AllNML2.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.001ms' -> '0.004ms'",20260917
m-solver_config-c16c7918b3,bbp2015_soma,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""NMC/NeuroML2/LEMS_Soma_AllNML2.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at NMC/NeuroML2/LEMS_Soma_AllNML2.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260917
m-recording_resolution-5c2e433168,bbp2015_soma,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260917
m-wrong_channel-50038e889a,bbp2015_soma,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_HVA_all']"",""new"":""NaTa_t"",""old"":""Ca_HVA""}],""element_id"":""Ca_HVA_all"",""new_species"":""na"",""old_species"":""ca""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_HVA_all']"",""new"":""NaTa_t"",""note"":""wrong_channel"",""old"":""Ca_HVA""}]",{},"wrong_channel at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_HVA_all'] {""element_id"": ""Ca_HVA_all"", ""new_species"": ""na"", ""old_species"": ""ca""} ionChannel: 'Ca_HVA' -> 'NaTa_t'",20260917
m-omit_include-a2a862ad74,bbp2015_soma,reference,omit_include,"{""href"":""Ca_LVAst.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/include[2]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""}]",{},"omit_include at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/include[2] {""href"": ""Ca_LVAst.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>""} ",20260917
m-duplicate_conductance-c2b1b10511,bbp2015_soma,reference,duplicate_conductance,"{""new_id"":""NaTa_t_all_dup"",""source_id"":""NaTa_t_all""}","[{""action"":""insert"",""attribute"":null,""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='NaTa_t_all_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""200.0 mS_per_cm2\"" id=\""NaTa_t_all_dup\"" ionChannel=\""NaTa_t\"" ion=\""na\"" erev=\""50.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='NaTa_t_all'] {""new_id"": ""NaTa_t_all_dup"", ""source_id"": ""NaTa_t_all""} ",20260917
m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"",""new"":""K_Tst"",""old"":""SK_E2""}],""element_id"":""SK_E2_all"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NMC/NeuroML2/Soma_AllNML2.cell.nml"",""locator"":""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"",""new"":""K_Tst"",""note"":""wrong_compatible_component"",""old"":""SK_E2""}]",{},"wrong_compatible_component at NMC/NeuroML2/Soma_AllNML2.cell.nml:/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all'] {""element_id"": ""SK_E2_all"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'SK_E2' -> 'K_Tst'",20260917
m-scale_conductance-89a2bcadaa,traub2005_testseg2,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='naf_tcr_all']"",""new"":""0.04125 mS_per_cm2"",""old"":""0.033 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""naf_tcr_all"",""factor"":1.25}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""neuroConstruct/generatedNeuroML2/TestSeg_test2.cell.nml"",""locator"":""/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='naf_tcr_all']"",""new"":""0.04125 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.033 mS_per_cm2""}]",{},"scale_conductance at neuroConstruct/generatedNeuroML2/TestSeg_test2.cell.nml:/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='naf_tcr_all'] {""element"": ""channelDensity"", ""element_id"": ""naf_tcr_all"", ""factor"": 1.25} condDensity: '0.033 mS_per_cm2' -> '0.04125 mS_per_cm2'",20260917
m-scale_conductance-c01f990b60,traub2005_testseg2,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='napf_tcr_all']"",""new"":""0.045 mS_per_cm2"",""old"":""0.05 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""napf_tcr_all"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""neuroConstruct/generatedNeuroML2/TestSeg_test2.cell.nml"",""locator"":""/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='napf_tcr_all']"",""new"":""0.045 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.05 mS_per_cm2""}]",{},"scale_conductance at neuroConstruct/generatedNeuroML2/TestSeg_test2.cell.nml:/neuroml[@id='TestSeg_test2']/cell[@id='TestSeg_test2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='napf_tcr_all'] {""element"": ""channelDensity"", ""element_id"": ""napf_tcr_all"", ""factor"": 0.9} condDensity: '0.05 mS_per_cm2' -> '0.045 mS_per_cm2'",20260917
