model_id,protocol_id,feature,kind,f_h,f_h2,f_h4,state_h,state_h2,abs_floor,rel_term,refine_term,tau,limiting,note
bbp2015_soma,P00_canonical,adaptation_index,numeric,0.0296528898400037,0.029665994195325708,0.029785371773094812,defined,defined,0.01,0.0029652889840003703,3.9313065966023464e-05,0.01,abs_floor,
bbp2015_soma,P00_canonical,ahp_depth,numeric,-0.540112681203027,-0.5443046181071622,-0.5465308540945983,defined,defined,0.5,0.027005634060151353,0.012575810712405655,0.5,abs_floor,
bbp2015_soma,P00_canonical,ap_amplitude,numeric,88.0880088878417,88.05227279779325,87.8693656985796,defined,defined,1.0,1.761760177756834,0.1072082701453354,1.761760177756834,relative,
bbp2015_soma,P00_canonical,ap_half_width,numeric,0.3999999999996362,0.4099999999996271,0.4099999999996271,defined,defined,0.05,0.01999999999998181,0.029999999999972715,0.05,abs_floor,
bbp2015_soma,P00_canonical,baseline_voltage,numeric,-79.85927849311338,-79.85926746440819,-79.85926138223353,defined,defined,0.5,0.0,3.3086115564628926e-05,0.5,abs_floor,
bbp2015_soma,P00_canonical,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
bbp2015_soma,P00_canonical,first_isi,numeric,17.499999999984084,17.489999999984093,17.489999999984093,defined,defined,0.5,0.3499999999996817,0.029999999999972715,0.5,abs_floor,
bbp2015_soma,P00_canonical,first_spike_latency,numeric,207.40999999986542,207.39999999986543,207.39999999986543,defined,defined,0.5,4.148199999997308,0.029999999999972715,4.148199999997308,relative,
bbp2015_soma,P00_canonical,last_isi,numeric,23.589999999978545,23.579999999978554,23.579999999978554,defined,defined,0.5,0.4717999999995709,0.029999999999972715,0.5,abs_floor,
bbp2015_soma,P00_canonical,mean_frequency,numeric,17.094601524850844,17.096939647815432,17.098108949162615,defined,defined,0.5,0.8547300762425423,0.00701436889376339,0.8547300762425423,relative,
bbp2015_soma,P00_canonical,spike_count,count,5.0,5.0,5.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
bbp2015_soma,P02_weak_step,baseline_voltage,numeric,-80.85507768249512,-80.85507637278239,-80.85507511901861,defined,defined,0.5,0.0,3.9291381881412235e-06,0.5,abs_floor,
bbp2015_soma,P02_weak_step,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
bbp2015_soma,P02_weak_step,steady_state_voltage,numeric,-68.8522341613768,-68.85223364868149,-68.85223276367189,defined,defined,0.5,0.0,1.5380859252900336e-06,0.5,abs_floor,
bbp2015_soma,P02_weak_step,voltage_deflection,numeric,12.002843521118322,12.002842724100901,12.002842355346715,defined,defined,0.5,0.6001421760559161,2.39105226285119e-06,0.6001421760559161,relative,
bbp2015_soma,P03_rheobase,rheobase,numeric,0.02735468888737108,0.02735468888737108,0.02735468888737108,defined,defined,6.830134553650197e-05,0.0005470937777474216,0.0,0.0005470937777474216,relative,
bbp2015_soma,P04_step_2x,adaptation_index,numeric,0.0011895319140939637,0.0012043170120786873,0.001217671976814785,defined,defined,0.01,0.00011895319140939637,4.4355293954170946e-05,0.01,abs_floor,
bbp2015_soma,P04_step_2x,ahp_depth,numeric,0.8735102996834598,0.8550077082320229,0.8422331034336423,defined,defined,0.5,0.04367551498417299,0.05550777435431087,0.5,abs_floor,
bbp2015_soma,P04_step_2x,ap_amplitude,numeric,90.98012542725024,89.93420410215381,89.37308883074044,defined,defined,1.0,1.819602508545005,3.137763975289289,3.137763975289289,refinement,
bbp2015_soma,P04_step_2x,ap_half_width,numeric,0.3699999999996635,0.3899999999996453,0.3999999999996362,defined,defined,0.05,0.018499999999983176,0.05999999999994543,0.05999999999994543,refinement,
bbp2015_soma,P04_step_2x,burst_count,count,1.0,1.0,1.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
bbp2015_soma,P04_step_2x,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
bbp2015_soma,P04_step_2x,first_isi,numeric,14.269999999987022,14.229999999987058,14.219999999987067,defined,defined,0.5,0.2853999999997404,0.11999999999989086,0.5,abs_floor,
bbp2015_soma,P04_step_2x,first_spike_latency,numeric,6.8099999998659655,6.779999999865993,6.759999999866011,defined,defined,0.5,0.13619999999731933,0.08999999999991815,0.5,abs_floor,
