study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,level_factor,protocol_id,feature,reason,ref_value,var_value,diff,tau,ref_run_id,var_run_id
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P00_canonical,adaptation_index,definedness,-7.74713208133793e-05,,,0.01,r-5f0a94c66ff17cd98a0a,r-ba63a7ac600e78163ca1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P00_canonical,ap_amplitude,exceeds,95.13947677592056,82.68288040134473,12.456596374575824,1.9027895355184112,r-5f0a94c66ff17cd98a0a,r-ba63a7ac600e78163ca1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P00_canonical,last_isi,definedness,16.12999999998533,,,0.5,r-5f0a94c66ff17cd98a0a,r-ba63a7ac600e78163ca1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P00_canonical,spike_count,exceeds,7.0,1.0,6.0,0.5,r-5f0a94c66ff17cd98a0a,r-ba63a7ac600e78163ca1
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P03_rheobase,rheobase,exceeds,0.022436992008742575,0.03712178129909159,0.014684789290349016,0.00044873984017485154,s-6485b8f0d5e0c45b0b4d,s-a810dba0f0d0cd6ad968
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P04_step_2x,ap_amplitude,exceeds,92.72434234740876,76.93221664566371,15.79212570174505,1.8544868469481752,r-66b1007575e04915ac55,r-313113e82b24975d1f16
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P04_step_2x,first_spike_latency,exceeds,3.5399999998689395,4.269999999868276,0.7299999999993361,0.5,r-66b1007575e04915ac55,r-313113e82b24975d1f16
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P05_long_step,ahp_depth,definedness,-10.81385040282855,,,0.5406925201414275,r-940eedfaa66e3fa96c16,r-6d79253f360c8c73504c
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P05_long_step,ap_amplitude,definedness,91.2126808181487,,,1.824253616362974,r-940eedfaa66e3fa96c16,r-6d79253f360c8c73504c
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P05_long_step,first_spike_latency,definedness,4.42999999986813,,,0.5,r-940eedfaa66e3fa96c16,r-6d79253f360c8c73504c
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P05_long_step,spike_count,exceeds,1.0,0.0,1.0,0.5,r-940eedfaa66e3fa96c16,r-6d79253f360c8c73504c
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,nml2_hh_example,1,P08_rebound,first_spike_latency,definedness,5.219999999412721,,,0.5,r-011ab0e03522b12f620c,r-899f2ae1e670971f9f6c
