study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,stratum,operator,primary_class,primary_admissible,primary_detecting_protocols,secondary_reproducible,secondary_features,secondary_detects_primary_miss,canonical_secondary_only
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_conductance-a5d53b94c4,pospischil2008_rs,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_conductance-fb5b76f07d,pospischil2008_rs,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P07_hyperpolarizing_step,P00_canonical:ap_half_width;P00_canonical:firing_regime;P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:ap_half_width;P04_step_2x:burst_count;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection,ap_half_width;burst_count;firing_regime;first_isi;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-shift_reversal-80b6724096,pospischil2008_rs,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical,,,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-shift_reversal-93e4e5a5cc,pospischil2008_rs,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P04_step_2x,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_capacitance-4f76868f28,pospischil2008_rs,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P04_step_2x,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_capacitance-ed0bebd0d7,pospischil2008_rs,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P04_step_2x,P00_canonical:first_isi;P04_step_2x:first_isi;P04_step_2x:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_gate_time_constant-539d21838f,pospischil2008_rs,primary_semantic,scale_gate_time_constant,5_non_equivalent,True,P00_canonical;P04_step_2x,P00_canonical:ap_half_width;P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:ap_half_width;P04_step_2x:first_isi;P04_step_2x:mean_frequency,ap_half_width;first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_gate_time_constant-99809ff67e,pospischil2008_rs,primary_semantic,scale_gate_time_constant,5_non_equivalent,True,P00_canonical;P04_step_2x,P00_canonical:ap_half_width;P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:ap_half_width;P04_step_2x:first_isi;P04_step_2x:mean_frequency,ap_half_width;first_isi;mean_frequency,False,False
