variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-scale_conductance-a5d53b94c4,pospischil2008_rs,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"",""new"":""55.0 mS_per_cm2"",""old"":""50.0 mS_per_cm2""}],""element"":""channelDensityVShift"",""element_id"":""Na_all"",""factor"":1.1}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"",""new"":""55.0 mS_per_cm2"",""note"":""scale_conductance"",""old"":""50.0 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all'] {""element"": ""channelDensityVShift"", ""element_id"": ""Na_all"", ""factor"": 1.1} condDensity: '50.0 mS_per_cm2' -> '55.0 mS_per_cm2'",20260917
m-scale_conductance-fb5b76f07d,pospischil2008_rs,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""0.2 mS_per_cm2"",""old"":""0.1 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""LeakConductance_all"",""factor"":2.0}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"",""new"":""0.2 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.1 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all'] {""element"": ""channelDensity"", ""element_id"": ""LeakConductance_all"", ""factor"": 2.0} condDensity: '0.1 mS_per_cm2' -> '0.2 mS_per_cm2'",20260917
m-shift_reversal-80b6724096,pospischil2008_rs,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""-98.0 mV"",""old"":""-100.0 mV""}],""element"":""channelDensity"",""element_id"":""Kd_all"",""shift_mV"":2.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"",""new"":""-98.0 mV"",""note"":""shift_reversal"",""old"":""-100.0 mV""}]",{},"shift_reversal at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all'] {""element"": ""channelDensity"", ""element_id"": ""Kd_all"", ""shift_mV"": 2.0} erev: '-100.0 mV' -> '-98.0 mV'",20260917
m-shift_reversal-93e4e5a5cc,pospischil2008_rs,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"",""new"":""40.0 mV"",""old"":""50.0 mV""}],""element"":""channelDensityVShift"",""element_id"":""Na_all"",""shift_mV"":-10.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"",""new"":""40.0 mV"",""note"":""shift_reversal"",""old"":""50.0 mV""}]",{},"shift_reversal at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all'] {""element"": ""channelDensityVShift"", ""element_id"": ""Na_all"", ""shift_mV"": -10.0} erev: '50.0 mV' -> '40.0 mV'",20260917
m-scale_capacitance-4f76868f28,pospischil2008_rs,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.8 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.8}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.8 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.8} value: '1.0 uF_per_cm2' -> '0.8 uF_per_cm2'",20260917
m-scale_capacitance-ed0bebd0d7,pospischil2008_rs,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.5 uF_per_cm2"",""old"":""1.0 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.5}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/cells/RS/RS.cell.nml"",""locator"":""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.5 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.0 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/cells/RS/RS.cell.nml:/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.5} value: '1.0 uF_per_cm2' -> '0.5 uF_per_cm2'",20260917
m-scale_gate_time_constant-539d21838f,pospischil2008_rs,biophysical,scale_gate_time_constant,"{""channel"":""Kd"",""factor"":0.8,""gate"":""n"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/channels/Kd/Kd.channel.nml"",""locator"":""/neuroml[@id='Kd']/ionChannel[@id='Kd']/gate[@id='n']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""0.8\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at NeuroML2/channels/Kd/Kd.channel.nml:/neuroml[@id='Kd']/ionChannel[@id='Kd']/gate[@id='n'] {""channel"": ""Kd"", ""factor"": 0.8, ""gate"": ""n"", ""mechanism"": ""q10_insert""} ",20260917
m-scale_gate_time_constant-99809ff67e,pospischil2008_rs,biophysical,scale_gate_time_constant,"{""channel"":""Na"",""factor"":2.0,""gate"":""h"",""mechanism"":""q10_insert""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/channels/Na/Na.channel.nml"",""locator"":""/neuroml[@id='Na']/ionChannel[@id='Na']/gate[@id='h']/q10Settings[1]"",""new"":""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""2\""/>"",""note"":""scale_gate_time_constant"",""old"":null}]",{},"scale_gate_time_constant at NeuroML2/channels/Na/Na.channel.nml:/neuroml[@id='Na']/ionChannel[@id='Na']/gate[@id='h'] {""channel"": ""Na"", ""factor"": 2.0, ""gate"": ""h"", ""mechanism"": ""q10_insert""} ",20260917
