study_id,project_name,study_phase,protocol_version,designation,variant_id,operator,family,stratum,edits,exec_overrides,assigned_class,detecting_protocols,human_auditor,edit_matches_label (yes/no),class_plausible (yes/no),notes
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_conductance-a5d53b94c4,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"", ""attribute"": ""condDensity"", ""old"": ""50.0 mS_per_cm2"", ""new"": ""55.0 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_conductance-fb5b76f07d,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='LeakConductance_all']"", ""attribute"": ""condDensity"", ""old"": ""0.1 mS_per_cm2"", ""new"": ""0.2 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P07_hyperpolarizing_step,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-shift_reversal-80b6724096,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kd_all']"", ""attribute"": ""erev"", ""old"": ""-100.0 mV"", ""new"": ""-98.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-shift_reversal-93e4e5a5cc,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"", ""attribute"": ""erev"", ""old"": ""50.0 mV"", ""new"": ""40.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_capacitance-4f76868f28,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.8 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_capacitance-ed0bebd0d7,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""NeuroML2/cells/RS/RS.cell.nml"", ""locator"": ""/neuroml[@id='RS']/cell[@id='RS']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.5 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_gate_time_constant-539d21838f,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""NeuroML2/channels/Kd/Kd.channel.nml"", ""locator"": ""/neuroml[@id='Kd']/ionChannel[@id='Kd']/gate[@id='n']/q10Settings[1]"", ""attribute"": null, ""old"": null, ""new"": ""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""0.8\""/>"", ""action"": ""insert"", ""note"": ""scale_gate_time_constant""}]",{},5_non_equivalent,P00_canonical;P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL_REHEARSAL,Infrastructure rehearsal of the analysis pipeline on a Pilot 1 model; not study data; never reported as a result and never pooled with anything,m-scale_gate_time_constant-99809ff67e,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""NeuroML2/channels/Na/Na.channel.nml"", ""locator"": ""/neuroml[@id='Na']/ionChannel[@id='Na']/gate[@id='h']/q10Settings[1]"", ""attribute"": null, ""old"": null, ""new"": ""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""2\""/>"", ""action"": ""insert"", ""note"": ""scale_gate_time_constant""}]",{},5_non_equivalent,P00_canonical;P04_step_2x,,,,
