variant_id,model_id,level_factor,protocol_id,feature,reason,ref_value,var_value,diff,tau,ref_run_id,var_run_id
m-scale_conductance-56da844943,pospischil2008_rs,2,P04_step_2x,last_isi,exceeds,28.06999999997447,37.68999999996572,9.61999999999125,0.5633999999994876,r-13ae588754662eb409bf,r-6c8ce186ad5e6266e201
m-scale_conductance-56da844943,pospischil2008_rs,2,P04_step_2x,mean_frequency,exceeds,44.38974193423394,36.569363478004895,7.820378456229044,2.205646454927178,r-13ae588754662eb409bf,r-6c8ce186ad5e6266e201
m-scale_conductance-56da844943,pospischil2008_rs,2,P04_step_2x,spike_count,exceeds,22.0,17.0,5.0,0.5,r-13ae588754662eb409bf,r-6c8ce186ad5e6266e201
m-scale_conductance-56da844943,pospischil2008_rs,2,P05_long_step,adaptation_index,exceeds,0.021450084876352596,0.043211298708767505,0.02176121383241491,0.01,r-a71c890435a70aeaf61b,r-4091ca8f6c8b66cb4b87
m-scale_conductance-56da844943,pospischil2008_rs,2,P05_long_step,first_isi,exceeds,21.019999999980882,22.5399999999795,1.5199999999986176,0.5999999999994543,r-a71c890435a70aeaf61b,r-4091ca8f6c8b66cb4b87
m-scale_conductance-56da844943,pospischil2008_rs,2,P05_long_step,last_isi,exceeds,77.97000000170192,123.3100000026916,45.340000000989676,1.5626000000341083,r-a71c890435a70aeaf61b,r-4091ca8f6c8b66cb4b87
m-scale_conductance-56da844943,pospischil2008_rs,2,P05_long_step,mean_frequency,exceeds,14.734349834088421,9.882862076846704,4.851487757241717,0.7347054591137143,r-a71c890435a70aeaf61b,r-4091ca8f6c8b66cb4b87
m-scale_conductance-56da844943,pospischil2008_rs,2,P05_long_step,spike_count,exceeds,29.0,19.0,10.0,0.5,r-a71c890435a70aeaf61b,r-4091ca8f6c8b66cb4b87
m-scale_conductance-56da844943,pospischil2008_rs,2,P06_ramp,first_spike_latency,exceeds,381.6399999995251,393.9999999995139,12.359999999988759,7.633999999990501,r-2c42dd73d53f21fe7690,r-e0b10467288842f47021
m-scale_conductance-56da844943,pospischil2008_rs,2,P06_ramp,mean_frequency,exceeds,30.358227079570092,26.102059050916065,4.256168028654027,1.5144478323219088,r-2c42dd73d53f21fe7690,r-e0b10467288842f47021
m-scale_conductance-56da844943,pospischil2008_rs,2,P06_ramp,spike_count,exceeds,30.0,26.0,4.0,0.5,r-2c42dd73d53f21fe7690,r-e0b10467288842f47021
