variant_id,model_id,kind,operator,family,tolerance_multiplier,class
m-scale_gate_slope-2599d25adf,hay2011_soma,mutant,scale_gate_slope,kinetics,1.0,5_non_equivalent
m-scale_gate_slope-2599d25adf,hay2011_soma,mutant,scale_gate_slope,kinetics,2.0,5_non_equivalent
m-scale_gate_slope-2599d25adf,hay2011_soma,mutant,scale_gate_slope,kinetics,4.0,6_silent_under_canonical
m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,mutant,shift_forward_rate_midpoint,kinetics,0.5,5_non_equivalent
m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,mutant,shift_forward_rate_midpoint,kinetics,1.0,5_non_equivalent
m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,mutant,shift_forward_rate_midpoint,kinetics,2.0,5_non_equivalent
m-shift_forward_rate_midpoint-484491b9f3,hay2011_soma,mutant,shift_forward_rate_midpoint,kinetics,4.0,6_silent_under_canonical
m-increase_dt-81e3dc25ff,hay2011_soma,mutant,increase_dt,numerical,0.5,5_non_equivalent
m-increase_dt-81e3dc25ff,hay2011_soma,mutant,increase_dt,numerical,1.0,6_silent_under_canonical
m-increase_dt-81e3dc25ff,hay2011_soma,mutant,increase_dt,numerical,2.0,6_silent_under_canonical
m-increase_dt-81e3dc25ff,hay2011_soma,mutant,increase_dt,numerical,4.0,6_silent_under_canonical
m-solver_config-e526354a57,hay2011_soma,mutant,solver_config,numerical,0.5,4_equivalent_within_tested_domain
m-solver_config-e526354a57,hay2011_soma,mutant,solver_config,numerical,1.0,4_equivalent_within_tested_domain
m-solver_config-e526354a57,hay2011_soma,mutant,solver_config,numerical,2.0,4_equivalent_within_tested_domain
m-solver_config-e526354a57,hay2011_soma,mutant,solver_config,numerical,4.0,4_equivalent_within_tested_domain
m-recording_resolution-fb013c45fa,hay2011_soma,mutant,recording_resolution,numerical,0.5,4_equivalent_within_tested_domain
m-recording_resolution-fb013c45fa,hay2011_soma,mutant,recording_resolution,numerical,1.0,4_equivalent_within_tested_domain
m-recording_resolution-fb013c45fa,hay2011_soma,mutant,recording_resolution,numerical,2.0,4_equivalent_within_tested_domain
m-recording_resolution-fb013c45fa,hay2011_soma,mutant,recording_resolution,numerical,4.0,4_equivalent_within_tested_domain
m-wrong_channel-36578b9f51,hay2011_soma,mutant,wrong_channel,reference,0.5,2_non_executable
m-wrong_channel-36578b9f51,hay2011_soma,mutant,wrong_channel,reference,1.0,2_non_executable
m-wrong_channel-36578b9f51,hay2011_soma,mutant,wrong_channel,reference,2.0,2_non_executable
m-wrong_channel-36578b9f51,hay2011_soma,mutant,wrong_channel,reference,4.0,2_non_executable
m-omit_include-6ba9e96842,hay2011_soma,mutant,omit_include,reference,0.5,1_structurally_invalid
m-omit_include-6ba9e96842,hay2011_soma,mutant,omit_include,reference,1.0,1_structurally_invalid
m-omit_include-6ba9e96842,hay2011_soma,mutant,omit_include,reference,2.0,1_structurally_invalid
m-omit_include-6ba9e96842,hay2011_soma,mutant,omit_include,reference,4.0,1_structurally_invalid
m-duplicate_conductance-596d29cbb4,hay2011_soma,mutant,duplicate_conductance,reference,0.5,5_non_equivalent
m-duplicate_conductance-596d29cbb4,hay2011_soma,mutant,duplicate_conductance,reference,1.0,5_non_equivalent
m-duplicate_conductance-596d29cbb4,hay2011_soma,mutant,duplicate_conductance,reference,2.0,5_non_equivalent
m-duplicate_conductance-596d29cbb4,hay2011_soma,mutant,duplicate_conductance,reference,4.0,5_non_equivalent
m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,mutant,wrong_compatible_component,reference,0.5,5_non_equivalent
m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,mutant,wrong_compatible_component,reference,1.0,5_non_equivalent
m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,mutant,wrong_compatible_component,reference,2.0,5_non_equivalent
m-wrong_compatible_component-51b1ad6cb5,hay2011_soma,mutant,wrong_compatible_component,reference,4.0,5_non_equivalent
hay2011_soma__unit_conversion__000,hay2011_soma,valid_transform,unit_conversion,unit_conversion,0.5,4_equivalent_within_tested_domain
hay2011_soma__unit_conversion__000,hay2011_soma,valid_transform,unit_conversion,unit_conversion,1.0,4_equivalent_within_tested_domain
hay2011_soma__unit_conversion__000,hay2011_soma,valid_transform,unit_conversion,unit_conversion,2.0,4_equivalent_within_tested_domain
hay2011_soma__unit_conversion__000,hay2011_soma,valid_transform,unit_conversion,unit_conversion,4.0,4_equivalent_within_tested_domain
hay2011_soma__xml_formatting__000,hay2011_soma,no_change_control,xml_formatting,formatting,0.5,4_equivalent_within_tested_domain
hay2011_soma__xml_formatting__000,hay2011_soma,no_change_control,xml_formatting,formatting,1.0,4_equivalent_within_tested_domain
hay2011_soma__xml_formatting__000,hay2011_soma,no_change_control,xml_formatting,formatting,2.0,4_equivalent_within_tested_domain
hay2011_soma__xml_formatting__000,hay2011_soma,no_change_control,xml_formatting,formatting,4.0,4_equivalent_within_tested_domain
hay2011_soma__add_comments__000,hay2011_soma,no_change_control,add_comments,formatting,0.5,4_equivalent_within_tested_domain
hay2011_soma__add_comments__000,hay2011_soma,no_change_control,add_comments,formatting,1.0,4_equivalent_within_tested_domain
hay2011_soma__add_comments__000,hay2011_soma,no_change_control,add_comments,formatting,2.0,4_equivalent_within_tested_domain
hay2011_soma__add_comments__000,hay2011_soma,no_change_control,add_comments,formatting,4.0,4_equivalent_within_tested_domain
hay2011_soma__numeric_literal_format__000,hay2011_soma,valid_transform,numeric_literal_format,literal_format,0.5,4_equivalent_within_tested_domain
hay2011_soma__numeric_literal_format__000,hay2011_soma,valid_transform,numeric_literal_format,literal_format,1.0,4_equivalent_within_tested_domain
hay2011_soma__numeric_literal_format__000,hay2011_soma,valid_transform,numeric_literal_format,literal_format,2.0,4_equivalent_within_tested_domain
hay2011_soma__numeric_literal_format__000,hay2011_soma,valid_transform,numeric_literal_format,literal_format,4.0,4_equivalent_within_tested_domain
hay2011_soma__rename_identifier__000,hay2011_soma,valid_transform,rename_identifier,renaming,0.5,4_equivalent_within_tested_domain
hay2011_soma__rename_identifier__000,hay2011_soma,valid_transform,rename_identifier,renaming,1.0,4_equivalent_within_tested_domain
hay2011_soma__rename_identifier__000,hay2011_soma,valid_transform,rename_identifier,renaming,2.0,4_equivalent_within_tested_domain
hay2011_soma__rename_identifier__000,hay2011_soma,valid_transform,rename_identifier,renaming,4.0,4_equivalent_within_tested_domain
hay2011_soma__factor_file__000,hay2011_soma,valid_transform,factor_file,factoring,0.5,4_equivalent_within_tested_domain
hay2011_soma__factor_file__000,hay2011_soma,valid_transform,factor_file,factoring,1.0,4_equivalent_within_tested_domain
hay2011_soma__factor_file__000,hay2011_soma,valid_transform,factor_file,factoring,2.0,4_equivalent_within_tested_domain
hay2011_soma__factor_file__000,hay2011_soma,valid_transform,factor_file,factoring,4.0,4_equivalent_within_tested_domain
hay2011_soma__reorder_independent__000,hay2011_soma,valid_transform,reorder_independent,reordering,0.5,4_equivalent_within_tested_domain
hay2011_soma__reorder_independent__000,hay2011_soma,valid_transform,reorder_independent,reordering,1.0,4_equivalent_within_tested_domain
hay2011_soma__reorder_independent__000,hay2011_soma,valid_transform,reorder_independent,reordering,2.0,4_equivalent_within_tested_domain
hay2011_soma__reorder_independent__000,hay2011_soma,valid_transform,reorder_independent,reordering,4.0,4_equivalent_within_tested_domain
hay2011_soma__explicit_default__000,hay2011_soma,valid_transform,explicit_default,explicit_default,0.5,4_equivalent_within_tested_domain
hay2011_soma__explicit_default__000,hay2011_soma,valid_transform,explicit_default,explicit_default,1.0,4_equivalent_within_tested_domain
hay2011_soma__explicit_default__000,hay2011_soma,valid_transform,explicit_default,explicit_default,2.0,4_equivalent_within_tested_domain
hay2011_soma__explicit_default__000,hay2011_soma,valid_transform,explicit_default,explicit_default,4.0,4_equivalent_within_tested_domain
m-scale_conductance-e5620ee307,bbp2015_soma,mutant,scale_conductance,biophysical,0.5,5_non_equivalent
m-scale_conductance-e5620ee307,bbp2015_soma,mutant,scale_conductance,biophysical,1.0,5_non_equivalent
m-scale_conductance-e5620ee307,bbp2015_soma,mutant,scale_conductance,biophysical,2.0,5_non_equivalent
m-scale_conductance-e5620ee307,bbp2015_soma,mutant,scale_conductance,biophysical,4.0,5_non_equivalent
m-scale_conductance-2956a62118,bbp2015_soma,mutant,scale_conductance,biophysical,0.5,5_non_equivalent
m-scale_conductance-2956a62118,bbp2015_soma,mutant,scale_conductance,biophysical,1.0,5_non_equivalent
m-scale_conductance-2956a62118,bbp2015_soma,mutant,scale_conductance,biophysical,2.0,4_equivalent_within_tested_domain
m-scale_conductance-2956a62118,bbp2015_soma,mutant,scale_conductance,biophysical,4.0,4_equivalent_within_tested_domain
m-scale_conductance-cb77f4c0e2,bbp2015_soma,mutant,scale_conductance,biophysical,0.5,3_numerically_unstable
m-scale_conductance-cb77f4c0e2,bbp2015_soma,mutant,scale_conductance,biophysical,1.0,3_numerically_unstable
m-scale_conductance-cb77f4c0e2,bbp2015_soma,mutant,scale_conductance,biophysical,2.0,3_numerically_unstable
m-scale_conductance-cb77f4c0e2,bbp2015_soma,mutant,scale_conductance,biophysical,4.0,3_numerically_unstable
m-scale_conductance-fb2a987fb5,bbp2015_soma,mutant,scale_conductance,biophysical,0.5,5_non_equivalent
m-scale_conductance-fb2a987fb5,bbp2015_soma,mutant,scale_conductance,biophysical,1.0,5_non_equivalent
m-scale_conductance-fb2a987fb5,bbp2015_soma,mutant,scale_conductance,biophysical,2.0,5_non_equivalent
m-scale_conductance-fb2a987fb5,bbp2015_soma,mutant,scale_conductance,biophysical,4.0,5_non_equivalent
m-shift_reversal-bf26901f8d,bbp2015_soma,mutant,shift_reversal,biophysical,0.5,4_equivalent_within_tested_domain
m-shift_reversal-bf26901f8d,bbp2015_soma,mutant,shift_reversal,biophysical,1.0,4_equivalent_within_tested_domain
m-shift_reversal-bf26901f8d,bbp2015_soma,mutant,shift_reversal,biophysical,2.0,4_equivalent_within_tested_domain
m-shift_reversal-bf26901f8d,bbp2015_soma,mutant,shift_reversal,biophysical,4.0,4_equivalent_within_tested_domain
m-shift_reversal-80f63ef063,bbp2015_soma,mutant,shift_reversal,biophysical,0.5,5_non_equivalent
m-shift_reversal-80f63ef063,bbp2015_soma,mutant,shift_reversal,biophysical,1.0,4_equivalent_within_tested_domain
m-shift_reversal-80f63ef063,bbp2015_soma,mutant,shift_reversal,biophysical,2.0,4_equivalent_within_tested_domain
m-shift_reversal-80f63ef063,bbp2015_soma,mutant,shift_reversal,biophysical,4.0,4_equivalent_within_tested_domain
m-shift_reversal-2407231390,bbp2015_soma,mutant,shift_reversal,biophysical,0.5,5_non_equivalent
m-shift_reversal-2407231390,bbp2015_soma,mutant,shift_reversal,biophysical,1.0,5_non_equivalent
m-shift_reversal-2407231390,bbp2015_soma,mutant,shift_reversal,biophysical,2.0,5_non_equivalent
m-shift_reversal-2407231390,bbp2015_soma,mutant,shift_reversal,biophysical,4.0,4_equivalent_within_tested_domain
m-shift_reversal-192b2f0278,bbp2015_soma,mutant,shift_reversal,biophysical,0.5,5_non_equivalent
m-shift_reversal-192b2f0278,bbp2015_soma,mutant,shift_reversal,biophysical,1.0,5_non_equivalent
m-shift_reversal-192b2f0278,bbp2015_soma,mutant,shift_reversal,biophysical,2.0,5_non_equivalent
m-shift_reversal-192b2f0278,bbp2015_soma,mutant,shift_reversal,biophysical,4.0,4_equivalent_within_tested_domain
m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,mutant,scale_capacitance,biophysical,0.5,5_non_equivalent
m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,mutant,scale_capacitance,biophysical,1.0,5_non_equivalent
m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,mutant,scale_capacitance,biophysical,2.0,5_non_equivalent
m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,mutant,scale_capacitance,biophysical,4.0,5_non_equivalent
m-scale_capacitance-7648f6033e,bbp2015_soma,mutant,scale_capacitance,biophysical,0.5,5_non_equivalent
m-scale_capacitance-7648f6033e,bbp2015_soma,mutant,scale_capacitance,biophysical,1.0,5_non_equivalent
m-scale_capacitance-7648f6033e,bbp2015_soma,mutant,scale_capacitance,biophysical,2.0,5_non_equivalent
m-scale_capacitance-7648f6033e,bbp2015_soma,mutant,scale_capacitance,biophysical,4.0,5_non_equivalent
m-scale_gate_time_constant-de97b02e71,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,0.5,5_non_equivalent
m-scale_gate_time_constant-de97b02e71,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,1.0,6_silent_under_canonical
m-scale_gate_time_constant-de97b02e71,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,2.0,6_silent_under_canonical
m-scale_gate_time_constant-de97b02e71,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,4.0,4_equivalent_within_tested_domain
m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,0.5,4_equivalent_within_tested_domain
m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,1.0,4_equivalent_within_tested_domain
m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,2.0,4_equivalent_within_tested_domain
m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,mutant,scale_gate_time_constant,biophysical,4.0,4_equivalent_within_tested_domain
m-shift_gate_midpoint-10216538ab,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,0.5,5_non_equivalent
m-shift_gate_midpoint-10216538ab,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,1.0,5_non_equivalent
m-shift_gate_midpoint-10216538ab,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,2.0,5_non_equivalent
m-shift_gate_midpoint-10216538ab,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,4.0,5_non_equivalent
m-shift_gate_midpoint-4ee962add0,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,0.5,5_non_equivalent
m-shift_gate_midpoint-4ee962add0,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,1.0,5_non_equivalent
m-shift_gate_midpoint-4ee962add0,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,2.0,6_silent_under_canonical
m-shift_gate_midpoint-4ee962add0,bbp2015_soma,mutant,shift_gate_midpoint,kinetics,4.0,4_equivalent_within_tested_domain
m-scale_gate_slope-039828a4db,bbp2015_soma,mutant,scale_gate_slope,kinetics,0.5,5_non_equivalent
m-scale_gate_slope-039828a4db,bbp2015_soma,mutant,scale_gate_slope,kinetics,1.0,5_non_equivalent
m-scale_gate_slope-039828a4db,bbp2015_soma,mutant,scale_gate_slope,kinetics,2.0,5_non_equivalent
m-scale_gate_slope-039828a4db,bbp2015_soma,mutant,scale_gate_slope,kinetics,4.0,6_silent_under_canonical
m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,mutant,shift_forward_rate_midpoint,kinetics,0.5,4_equivalent_within_tested_domain
m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,mutant,shift_forward_rate_midpoint,kinetics,1.0,4_equivalent_within_tested_domain
m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,mutant,shift_forward_rate_midpoint,kinetics,2.0,4_equivalent_within_tested_domain
m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,mutant,shift_forward_rate_midpoint,kinetics,4.0,4_equivalent_within_tested_domain
m-increase_dt-914f391273,bbp2015_soma,mutant,increase_dt,numerical,0.5,3_numerically_unstable
m-increase_dt-914f391273,bbp2015_soma,mutant,increase_dt,numerical,1.0,3_numerically_unstable
m-increase_dt-914f391273,bbp2015_soma,mutant,increase_dt,numerical,2.0,3_numerically_unstable
m-increase_dt-914f391273,bbp2015_soma,mutant,increase_dt,numerical,4.0,3_numerically_unstable
m-solver_config-c16c7918b3,bbp2015_soma,mutant,solver_config,numerical,0.5,4_equivalent_within_tested_domain
m-solver_config-c16c7918b3,bbp2015_soma,mutant,solver_config,numerical,1.0,4_equivalent_within_tested_domain
m-solver_config-c16c7918b3,bbp2015_soma,mutant,solver_config,numerical,2.0,4_equivalent_within_tested_domain
m-solver_config-c16c7918b3,bbp2015_soma,mutant,solver_config,numerical,4.0,4_equivalent_within_tested_domain
m-recording_resolution-5c2e433168,bbp2015_soma,mutant,recording_resolution,numerical,0.5,4_equivalent_within_tested_domain
m-recording_resolution-5c2e433168,bbp2015_soma,mutant,recording_resolution,numerical,1.0,4_equivalent_within_tested_domain
m-recording_resolution-5c2e433168,bbp2015_soma,mutant,recording_resolution,numerical,2.0,4_equivalent_within_tested_domain
m-recording_resolution-5c2e433168,bbp2015_soma,mutant,recording_resolution,numerical,4.0,4_equivalent_within_tested_domain
m-wrong_channel-50038e889a,bbp2015_soma,mutant,wrong_channel,reference,0.5,2_non_executable
m-wrong_channel-50038e889a,bbp2015_soma,mutant,wrong_channel,reference,1.0,2_non_executable
m-wrong_channel-50038e889a,bbp2015_soma,mutant,wrong_channel,reference,2.0,2_non_executable
m-wrong_channel-50038e889a,bbp2015_soma,mutant,wrong_channel,reference,4.0,2_non_executable
m-omit_include-a2a862ad74,bbp2015_soma,mutant,omit_include,reference,0.5,1_structurally_invalid
m-omit_include-a2a862ad74,bbp2015_soma,mutant,omit_include,reference,1.0,1_structurally_invalid
m-omit_include-a2a862ad74,bbp2015_soma,mutant,omit_include,reference,2.0,1_structurally_invalid
m-omit_include-a2a862ad74,bbp2015_soma,mutant,omit_include,reference,4.0,1_structurally_invalid
m-duplicate_conductance-c2b1b10511,bbp2015_soma,mutant,duplicate_conductance,reference,0.5,5_non_equivalent
m-duplicate_conductance-c2b1b10511,bbp2015_soma,mutant,duplicate_conductance,reference,1.0,5_non_equivalent
m-duplicate_conductance-c2b1b10511,bbp2015_soma,mutant,duplicate_conductance,reference,2.0,5_non_equivalent
m-duplicate_conductance-c2b1b10511,bbp2015_soma,mutant,duplicate_conductance,reference,4.0,5_non_equivalent
m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,mutant,wrong_compatible_component,reference,0.5,5_non_equivalent
m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,mutant,wrong_compatible_component,reference,1.0,5_non_equivalent
m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,mutant,wrong_compatible_component,reference,2.0,5_non_equivalent
m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,mutant,wrong_compatible_component,reference,4.0,5_non_equivalent
bbp2015_soma__unit_conversion__000,bbp2015_soma,valid_transform,unit_conversion,unit_conversion,0.5,4_equivalent_within_tested_domain
bbp2015_soma__unit_conversion__000,bbp2015_soma,valid_transform,unit_conversion,unit_conversion,1.0,4_equivalent_within_tested_domain
bbp2015_soma__unit_conversion__000,bbp2015_soma,valid_transform,unit_conversion,unit_conversion,2.0,4_equivalent_within_tested_domain
bbp2015_soma__unit_conversion__000,bbp2015_soma,valid_transform,unit_conversion,unit_conversion,4.0,4_equivalent_within_tested_domain
bbp2015_soma__xml_formatting__000,bbp2015_soma,no_change_control,xml_formatting,formatting,0.5,4_equivalent_within_tested_domain
bbp2015_soma__xml_formatting__000,bbp2015_soma,no_change_control,xml_formatting,formatting,1.0,4_equivalent_within_tested_domain
bbp2015_soma__xml_formatting__000,bbp2015_soma,no_change_control,xml_formatting,formatting,2.0,4_equivalent_within_tested_domain
bbp2015_soma__xml_formatting__000,bbp2015_soma,no_change_control,xml_formatting,formatting,4.0,4_equivalent_within_tested_domain
bbp2015_soma__add_comments__000,bbp2015_soma,no_change_control,add_comments,formatting,0.5,4_equivalent_within_tested_domain
bbp2015_soma__add_comments__000,bbp2015_soma,no_change_control,add_comments,formatting,1.0,4_equivalent_within_tested_domain
bbp2015_soma__add_comments__000,bbp2015_soma,no_change_control,add_comments,formatting,2.0,4_equivalent_within_tested_domain
bbp2015_soma__add_comments__000,bbp2015_soma,no_change_control,add_comments,formatting,4.0,4_equivalent_within_tested_domain
bbp2015_soma__numeric_literal_format__000,bbp2015_soma,valid_transform,numeric_literal_format,literal_format,0.5,4_equivalent_within_tested_domain
bbp2015_soma__numeric_literal_format__000,bbp2015_soma,valid_transform,numeric_literal_format,literal_format,1.0,4_equivalent_within_tested_domain
bbp2015_soma__numeric_literal_format__000,bbp2015_soma,valid_transform,numeric_literal_format,literal_format,2.0,4_equivalent_within_tested_domain
bbp2015_soma__numeric_literal_format__000,bbp2015_soma,valid_transform,numeric_literal_format,literal_format,4.0,4_equivalent_within_tested_domain
bbp2015_soma__rename_identifier__000,bbp2015_soma,valid_transform,rename_identifier,renaming,0.5,4_equivalent_within_tested_domain
bbp2015_soma__rename_identifier__000,bbp2015_soma,valid_transform,rename_identifier,renaming,1.0,4_equivalent_within_tested_domain
bbp2015_soma__rename_identifier__000,bbp2015_soma,valid_transform,rename_identifier,renaming,2.0,4_equivalent_within_tested_domain
bbp2015_soma__rename_identifier__000,bbp2015_soma,valid_transform,rename_identifier,renaming,4.0,4_equivalent_within_tested_domain
bbp2015_soma__factor_file__000,bbp2015_soma,valid_transform,factor_file,factoring,0.5,4_equivalent_within_tested_domain
