variant_id,model_id,operator,exec_overrides,protocol_id,feature,ref_h,ref_h2,ref_h4,ref_error_h,ref_error_h2,ref_observed_order,var_h,var_h2,var_h4,deviation_h,deviation_h2,deviation_h4,deviation_over_ref_error_h,label
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,adaptation_index,0.2988218828985024,0.2989579287624928,0.29897507423197267,0.0001360458639903528,1.7145469479895592e-05,2.9881937830153675,0.2982181304611331,0.29862328102971725,,0.0006037524373693204,0.00033464773277552817,,4.437859554570019,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,ahp_depth,2.861194747922525,2.9394112752346615,2.978420361836754,0.07821652731213646,0.03900908660209268,1.0036632661078215,2.387512784325324,2.7042029902198124,,0.47368196359720116,0.23520828501484914,,6.056034189639896,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,ap_amplitude,88.85420990112726,88.78027725318925,88.85550689834986,0.07393264793800824,0.07522964516060426,-0.025089700379656518,89.01040649540573,88.85997772303803,,0.15619659427846955,0.07970046984877399,,2.1126876777014503,within_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,ap_half_width,0.6999999999993634,0.6999999999993634,0.6999999999993634,0.0,0.0,,0.6999999999993634,0.6999999999993634,,0.0,0.0,,,within_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,baseline_voltage,-70.57644285583496,-70.57644283040365,-70.57644282277425,2.5431305061829335e-08,7.629395781805215e-09,1.736964787997437,-70.57643948109956,-70.57644114939383,,3.374735399575002e-06,1.6810098202313384e-06,,132.7000478886257,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,firing_regime,,,,,,,,,,,,,,no_change
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,first_isi,28.06999999997447,28.029999999974507,27.999999999974534,0.03999999999996362,0.029999999999972715,0.41503749927884376,28.369999999974198,28.17999999997437,,0.29999999999972715,0.14999999999986358,,7.5,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,first_spike_latency,20.749999999853287,20.739999999853296,20.739999999853296,0.009999999999990905,0.0,,20.78999999985325,20.759999999853278,,0.03999999999996362,0.01999999999998181,,4.0,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,last_isi,135.97999999987638,135.78999999987656,135.69999999987664,0.1899999999998272,0.08999999999991815,1.078002512001273,137.13999999987533,136.36999999987603,,1.159999999998945,0.5799999999994725,,6.105263157894737,exceeds_reference_discretization_error
m-increase_dt-b7cdfa6b5c,pospischil2008_rs,increase_dt,"{""dt_factor"": 4}",P00_canonical,mean_frequency,17.03113291098414,17.059606264310375,17.073587160685435,0.02847335332623402,0.013980896375059615,1.026155549236768,16.86113171918359,16.97447039654643,,0.1700011918005515,0.08513586776394533,,5.970536376687334,exceeds_reference_discretization_error
