model_id,protocol_id,feature,f_h,state_h,f_h2,f_h4,d12,d24,observed_order
pospischil2008_rs,P05_long_step,last_isi,78.13000000170541,defined,77.97000000170192,77.90000000170039,0.16000000000349246,0.07000000000152795,1.1926450779423958
pospischil2008_rs,P05_long_step,mean_frequency,14.694109182274286,defined,14.734349834088421,14.754440323353883,0.04024065181413583,0.020090489265461642,1.0021409753867108
pospischil2008_rs,P05_long_step,spike_count,29.0,defined,29.0,29.0,0.0,0.0,
pospischil2008_rs,P06_ramp,firing_regime,tonic,defined,tonic,tonic,,,
pospischil2008_rs,P06_ramp,first_spike_latency,381.69999999952506,defined,381.6399999995251,381.61999999952513,0.05999999999994543,0.01999999999998181,1.584962500721156
pospischil2008_rs,P06_ramp,mean_frequency,30.288956646438177,defined,30.358227079570092,31.027304027576427,0.06927043313191561,0.6690769480063352,-3.271860539491475
pospischil2008_rs,P06_ramp,spike_count,30.0,defined,30.0,31.0,0.0,1.0,
pospischil2008_rs,P07_hyperpolarizing_step,baseline_voltage,-70.57644295501709,defined,-70.5764428838094,-70.57644366709383,7.120767975266062e-08,7.83284420435848e-07,-3.459431513940059
pospischil2008_rs,P07_hyperpolarizing_step,minimum_voltage,-89.46293640136719,defined,-89.46292877197266,-89.46292114257812,7.62939453125e-06,7.62939453125e-06,0.0
pospischil2008_rs,P07_hyperpolarizing_step,sag_ratio,0.003517949557482789,defined,0.0035174947323282214,0.0035170411162427045,4.5482515456749667e-07,4.5361608551688914e-07,0.0038402460751016556
pospischil2008_rs,P07_hyperpolarizing_step,steady_state_voltage,-89.3964946701052,defined,-89.39649565734885,-89.39649662475586,9.87243652161851e-07,9.674070042819949e-07,0.029283203074387972
pospischil2008_rs,P07_hyperpolarizing_step,voltage_deflection,-18.820051715088113,defined,-18.820052773539445,-18.82005295766203,1.0584513319145117e-06,1.8412258384614688e-07,2.5232164363890495
pospischil2008_rs,P08_rebound,firing_regime,silent,defined,silent,silent,,,
pospischil2008_rs,P08_rebound,first_spike_latency,,not_applicable,,,,,
pospischil2008_rs,P08_rebound,maximum_voltage,-70.19320678710938,defined,-70.1932373046875,-70.1932601928711,3.0517578125e-05,2.288818359375e-05,0.41503749927884376
pospischil2008_rs,P08_rebound,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_rs,P09_short_pulse,ahp_depth,-1.4308354873657265,defined,-1.3990133539835625,-1.3856318588248655,0.031822133382164,0.013381495158697021,1.249791236308517
pospischil2008_rs,P09_short_pulse,ap_amplitude,119.13114547927412,defined,119.00757217662539,119.11269378919832,0.12357330264873667,0.10512161257292973,0.23330777837135702
pospischil2008_rs,P09_short_pulse,ap_half_width,0.8799999999991996,defined,0.8799999999991996,0.8799999999991996,0.0,0.0,
pospischil2008_rs,P09_short_pulse,first_spike_latency,2.1599999998701946,defined,2.1499999998702037,2.139999999870213,0.009999999999990905,0.009999999999990905,0.0
pospischil2008_rs,P09_short_pulse,spike_count,1.0,defined,1.0,1.0,0.0,0.0,
pospischil2008_rs,P10_paired_pulses,ap_amplitude,119.13114547927412,defined,119.00757217662539,119.11269378919832,0.12357330264873667,0.10512161257292973,0.23330777837135702
pospischil2008_rs,P10_paired_pulses,first_isi,23.09999999997899,defined,23.089999999979,23.089999999979,0.009999999999990905,0.0,
pospischil2008_rs,P10_paired_pulses,first_spike_latency,2.1599999998701946,defined,2.1499999998702037,2.139999999870213,0.009999999999990905,0.009999999999990905,0.0
pospischil2008_rs,P10_paired_pulses,spike_count,2.0,defined,2.0,2.0,0.0,0.0,
pospischil2008_lts,P00_canonical,adaptation_index,0.45003406360930803,defined,0.4630010462892806,0.4695620702135357,0.012966982679972594,0.0065610239242550605,0.9828499273772625
pospischil2008_lts,P00_canonical,ahp_depth,16.573501743312846,defined,16.673553569797534,16.723587205886844,0.10005182648468747,0.05003363608931011,0.9997772983564992
pospischil2008_lts,P00_canonical,ap_amplitude,100.01163101444587,defined,99.9338417077712,99.99811935726498,0.07778930667467421,0.06427764949378911,0.27525467494831357
pospischil2008_lts,P00_canonical,ap_half_width,0.7799999999992906,defined,0.7799999999992906,0.7799999999992906,0.0,0.0,
pospischil2008_lts,P00_canonical,baseline_voltage,-83.95132461929322,defined,-83.95132456588748,-83.95132463264466,5.3405742050927074e-08,6.675718111637252e-08,-0.3219281716653577
pospischil2008_lts,P00_canonical,firing_regime,adapting,defined,adapting,adapting,,,
pospischil2008_lts,P00_canonical,first_isi,14.159999999987122,defined,13.959999999987303,13.859999999987394,0.1999999999998181,0.09999999999990905,1.0
pospischil2008_lts,P00_canonical,first_spike_latency,31.629999999752442,defined,31.61999999975245,31.61999999975245,0.009999999999990905,0.0,
pospischil2008_lts,P00_canonical,last_isi,202.1999999998161,defined,202.7499999998156,203.01999999981535,0.5499999999994998,0.26999999999975444,1.0264722113611913
pospischil2008_lts,P00_canonical,mean_frequency,12.319822594574143,defined,12.393493415976295,12.430853378104162,0.07367082140215153,0.03735996212786752,0.9796003356500613
pospischil2008_lts,P00_canonical,spike_count,4.0,defined,4.0,4.0,0.0,0.0,
pospischil2008_lts,P01_baseline,baseline_voltage,-83.95357068888346,defined,-83.9535706837972,-83.95357068125406,5.08626385453681e-09,2.543131927268405e-09,1.0
pospischil2008_lts,P01_baseline,firing_regime,silent,defined,silent,silent,,,
pospischil2008_lts,P01_baseline,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_lts,P01_baseline,steady_state_voltage,-83.95030975341797,defined,-83.95030975341797,-83.95030975341797,0.0,0.0,
pospischil2008_lts,P02_weak_step,baseline_voltage,-83.95357068888346,defined,-83.9535706837972,-83.95357065327963,5.08626385453681e-09,3.0517568916366145e-08,-2.58496182891388
pospischil2008_lts,P02_weak_step,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_lts,P02_weak_step,steady_state_voltage,-74.93620969696036,defined,-74.93623204345693,-74.93624584655743,2.2346496564296103e-05,1.3803100500808796e-05,0.6950562998879539
pospischil2008_lts,P02_weak_step,voltage_deflection,9.017360991923098,defined,9.01733864034027,9.0173248067222,2.235158282815064e-05,1.3833618069725162e-05,0.6921984685929345
pospischil2008_lts,P03_rheobase,rheobase,0.038658561573663,defined,0.038658561573663,0.038658561573663,0.0,0.0,
pospischil2008_lts,P04_step_2x,adaptation_index,,not_applicable,,,,,
pospischil2008_lts,P04_step_2x,ahp_depth,14.597407663981116,defined,15.055308659871415,15.283824167887374,0.45790099589029865,0.22851550801595977,1.002743626825323
pospischil2008_lts,P04_step_2x,ap_amplitude,92.73429489294529,defined,92.6621055623362,92.6167030353265,0.07218933060909194,0.045402527009699156,0.6690130292416083
pospischil2008_lts,P04_step_2x,ap_half_width,0.7299999999993361,defined,0.7299999999993361,0.739999999999327,0.0,0.009999999999990905,
pospischil2008_lts,P04_step_2x,burst_count,,not_applicable,,,,,
pospischil2008_lts,P04_step_2x,firing_regime,single_spike,defined,single_spike,single_spike,,,
pospischil2008_lts,P04_step_2x,first_isi,,not_applicable,,,,,
pospischil2008_lts,P04_step_2x,first_spike_latency,57.54999999981982,defined,57.49999999981986,57.46999999981989,0.049999999999954525,0.029999999999972715,0.7369655941662062
pospischil2008_lts,P04_step_2x,last_isi,,not_applicable,,,,,
pospischil2008_lts,P04_step_2x,mean_frequency,,not_applicable,,,,,
pospischil2008_lts,P04_step_2x,spike_count,1.0,defined,1.0,1.0,0.0,0.0,
pospischil2008_lts,P05_long_step,adaptation_index,,not_applicable,,,,,
pospischil2008_lts,P05_long_step,ahp_depth,14.078013743082678,defined,14.517703374227494,14.73665928141277,0.43968963114481596,0.21895590718527558,1.0058451383949771
pospischil2008_lts,P05_long_step,ap_amplitude,91.18347931093976,defined,91.13381576739826,91.04212570421478,0.04966354354149871,0.09169006318347783,-0.8845781888339108
pospischil2008_lts,P05_long_step,ap_half_width,0.7199999999993452,defined,0.7299999999993361,0.7299999999993361,0.009999999999990905,0.0,
pospischil2008_lts,P05_long_step,burst_count,,not_applicable,,,,,
pospischil2008_lts,P05_long_step,firing_regime,single_spike,defined,single_spike,single_spike,,,
pospischil2008_lts,P05_long_step,first_isi,,not_applicable,,,,,
pospischil2008_lts,P05_long_step,first_spike_latency,77.49999999980167,defined,77.43999999980173,77.40999999980176,0.05999999999994543,0.029999999999972715,1.0
pospischil2008_lts,P05_long_step,last_isi,,not_applicable,,,,,
pospischil2008_lts,P05_long_step,mean_frequency,,not_applicable,,,,,
pospischil2008_lts,P05_long_step,spike_count,1.0,defined,1.0,1.0,0.0,0.0,
pospischil2008_lts,P06_ramp,firing_regime,silent,defined,silent,silent,,,
pospischil2008_lts,P06_ramp,first_spike_latency,,not_applicable,,,,,
pospischil2008_lts,P06_ramp,mean_frequency,,not_applicable,,,,,
pospischil2008_lts,P06_ramp,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_lts,P07_hyperpolarizing_step,baseline_voltage,-83.95357068888346,defined,-83.9535706837972,-83.95357073720295,5.08626385453681e-09,5.340575626178179e-08,-3.3923170388889266
pospischil2008_lts,P07_hyperpolarizing_step,minimum_voltage,-98.23638916015535,defined,-98.23638153076172,-98.23638916015625,7.629393635966153e-06,7.62939453125e-06,-1.6929543187620287e-07
pospischil2008_lts,P07_hyperpolarizing_step,sag_ratio,0.002045539263618266,defined,0.0020454617263496017,0.0020461092256191978,7.753726866425656e-08,6.474992695960392e-07,-3.0619167448108926
pospischil2008_lts,P07_hyperpolarizing_step,steady_state_voltage,-98.20717309417724,defined,-98.20716658782956,-98.2071649536132,6.506347673962409e-06,1.6342163604576854e-06,1.993248916150645
pospischil2008_lts,P07_hyperpolarizing_step,voltage_deflection,-14.253602405293776,defined,-14.253595904032366,-14.25359421641025,6.5012614101078725e-06,1.6876221167194672e-06,1.9457277651596603
pospischil2008_lts,P08_rebound,firing_regime,silent,defined,silent,silent,,,
pospischil2008_lts,P08_rebound,first_spike_latency,,not_applicable,,,,,
pospischil2008_lts,P08_rebound,maximum_voltage,-85.8170776367331,defined,-85.81714630128519,-85.81720733644144,6.866455208864863e-05,6.103515625e-05,0.16992502891176328
pospischil2008_lts,P08_rebound,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_lts,P09_short_pulse,ahp_depth,,not_applicable,,,,,
pospischil2008_lts,P09_short_pulse,ap_amplitude,,not_applicable,,,,,
pospischil2008_lts,P09_short_pulse,ap_half_width,,not_applicable,,,,,
pospischil2008_lts,P09_short_pulse,first_spike_latency,,not_applicable,,,,,
pospischil2008_lts,P09_short_pulse,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
pospischil2008_lts,P10_paired_pulses,ap_amplitude,,not_applicable,,,,,
pospischil2008_lts,P10_paired_pulses,first_isi,,not_applicable,,,,,
pospischil2008_lts,P10_paired_pulses,first_spike_latency,,not_applicable,,,,,
pospischil2008_lts,P10_paired_pulses,spike_count,0.0,defined,0.0,0.0,0.0,0.0,
