study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,level_factor,protocol_id,metric,ref_value,var_value,diff,tau
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P00_canonical,trace_rmse,0.0,17.322010814492465,17.322010814492465,15.508071325536845
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P00_canonical,spike_timing,,,3.0458254742696624,1.3844648717613381
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P04_step_2x,trace_rmse,0.0,2.012997056133718,2.012997056133718,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P04_step_2x,spike_timing,,,0.5142526328017425,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P05_long_step,trace_rmse,0.0,1.6032820171817799,1.6032820171817799,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P05_long_step,spike_timing,,,0.7181659456603597,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P08_rebound,trace_rmse,0.0,3.0611291373627703,3.0611291373627703,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P08_rebound,spike_timing,,,0.9335041999519262,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,1,P09_short_pulse,trace_rmse,0.0,1.1058125403417698,1.1058125403417698,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P00_canonical,trace_rmse,0.0,17.37988602214805,17.37988602214805,15.508071325536845
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P00_canonical,spike_timing,,,3.059653516592334,1.3844648717613381
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P04_step_2x,trace_rmse,0.0,2.018478821838233,2.018478821838233,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P04_step_2x,spike_timing,,,0.5129264664170137,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P05_long_step,trace_rmse,0.0,1.6057810709369364,1.6057810709369364,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P05_long_step,spike_timing,,,0.715960119148292,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P08_rebound,trace_rmse,0.0,3.0657519417950927,3.0657519417950927,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P08_rebound,spike_timing,,,0.9315903296572969,0.5
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,nml2_hh_example,2,P09_short_pulse,trace_rmse,0.0,1.1110579410541084,1.1110579410541084,0.5
