model_id,variant_id,kind,family,analysis_family,stratum,operator,severity,params,edits,exec_overrides,tree_sha256,parent_tree_sha256
nml2_hh_example,m-scale_conductance-1b265d3832,mutant,biophysical,maximal_conductance,primary_semantic,scale_conductance,strong,"{""changes"": [{""attribute"": ""condDensity"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""new"": ""1.5 S_per_m2"", ""old"": ""3.0 S_per_m2""}], ""element"": ""channelDensity"", ""element_id"": ""leak"", ""factor"": 0.5, ""generator_seed"": 20260917}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""attribute"": ""condDensity"", ""old"": ""3.0 S_per_m2"", ""new"": ""1.5 S_per_m2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5405c00b0f09d818bebf30f97f96e9359530bb758a1fa6511243ec30c498ca78,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_conductance-ecad0d4d76,mutant,biophysical,maximal_conductance,primary_semantic,scale_conductance,strong,"{""changes"": [{""attribute"": ""condDensity"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""new"": ""720 S_per_m2"", ""old"": ""360 S_per_m2""}], ""element"": ""channelDensity"", ""element_id"": ""kChans"", ""factor"": 2.0, ""generator_seed"": 20260917}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""condDensity"", ""old"": ""360 S_per_m2"", ""new"": ""720 S_per_m2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},29834f619b27359ff15470bcfa9764efbde5a8515f523e6200606dcc6d93200a,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_reversal-a84a36ad81,mutant,biophysical,reversal_potential,primary_semantic,shift_reversal,mild,"{""changes"": [{""attribute"": ""erev"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans']"", ""new"": ""45.0 mV"", ""old"": ""50.0 mV""}], ""element"": ""channelDensity"", ""element_id"": ""naChans"", ""generator_seed"": 20260917, ""shift_mV"": -5.0}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans']"", ""attribute"": ""erev"", ""old"": ""50.0 mV"", ""new"": ""45.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},166c6a1bb9c7830fded018a2aeb23347fcaf2d68993d1a8974c25b7206407dfb,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_reversal-b9112ba83d,mutant,biophysical,reversal_potential,primary_semantic,shift_reversal,mild,"{""changes"": [{""attribute"": ""erev"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""new"": ""-79mV"", ""old"": ""-77mV""}], ""element"": ""channelDensity"", ""element_id"": ""kChans"", ""generator_seed"": 20260917, ""shift_mV"": -2.0}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""erev"", ""old"": ""-77mV"", ""new"": ""-79mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},8b74abd6982ae0db48af48fd75de1b4f23a7c4e44ec658e3520b8e21f85b1016,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_reversal-36bce9b069,mutant,biophysical,reversal_potential,primary_semantic,shift_reversal,strong,"{""changes"": [{""attribute"": ""erev"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""new"": ""-64.3mV"", ""old"": ""-54.3mV""}], ""element"": ""channelDensity"", ""element_id"": ""leak"", ""generator_seed"": 20260917, ""shift_mV"": -10.0}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""attribute"": ""erev"", ""old"": ""-54.3mV"", ""new"": ""-64.3mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},3a86b40231121879b7775d442257ededafd8b69661cabb00f0bfd7b51f27de18,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_reversal-754db6a01c,mutant,biophysical,reversal_potential,primary_semantic,shift_reversal,strong,"{""changes"": [{""attribute"": ""erev"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""new"": ""-87mV"", ""old"": ""-77mV""}], ""element"": ""channelDensity"", ""element_id"": ""kChans"", ""generator_seed"": 20260917, ""shift_mV"": -10.0}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""erev"", ""old"": ""-77mV"", ""new"": ""-87mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},14da5efce328e63af7bd511511a96d37b67ea54bb8b0c52a2d0cbf66fada807a,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_capacitance-0eba58b1c3,mutant,biophysical,passive_membrane,primary_semantic,scale_capacitance,mild,"{""changes"": [{""attribute"": ""value"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""new"": ""0.8 uF_per_cm2"", ""old"": ""1.0 uF_per_cm2""}], ""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.8, ""generator_seed"": 20260917}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.8 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},184a76318f5eedd3f3fb012a57c8149df5a2394b5ff54c73f29453d4dd069eeb,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_capacitance-e015416fbf,mutant,biophysical,passive_membrane,primary_semantic,scale_capacitance,strong,"{""changes"": [{""attribute"": ""value"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""new"": ""0.5 uF_per_cm2"", ""old"": ""1.0 uF_per_cm2""}], ""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.5, ""generator_seed"": 20260917}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.5 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},8d23be8d6e565f282daaf8d280d9f313d46c0af2ab44be39ff22c729f82862b4,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_gate_time_constant-06060ba499,mutant,biophysical,gating_time_constant,primary_semantic,scale_gate_time_constant,mild,"{""changes"": [{""attribute"": ""rate"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""new"": ""0.8per_ms"", ""old"": ""1per_ms""}, {""attribute"": ""rate"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""new"": ""3.2per_ms"", ""old"": ""4per_ms""}], ""channel"": ""naChan"", ""factor"": 0.8, ""gate"": ""m"", ""generator_seed"": 20260917, ""mechanism"": ""rate_parameters""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""1per_ms"", ""new"": ""0.8per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""4per_ms"", ""new"": ""3.2per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},9f19efd9b355795f442f8c5129766b7db6e0684a18d9557b07bd2ad62e045c21,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_gate_time_constant-445843d9fa,mutant,biophysical,gating_time_constant,primary_semantic,scale_gate_time_constant,strong,"{""changes"": [{""attribute"": ""rate"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""new"": ""0.2per_ms"", ""old"": ""0.1per_ms""}, {""attribute"": ""rate"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""new"": ""0.25per_ms"", ""old"": ""0.125per_ms""}], ""channel"": ""kChan"", ""factor"": 2.0, ""gate"": ""n"", ""generator_seed"": 20260917, ""mechanism"": ""rate_parameters""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""0.1per_ms"", ""new"": ""0.2per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""0.125per_ms"", ""new"": ""0.25per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},0ba5229c1fdb3f5ef45a542bcc0b8ab13918a4b92a4e289c7a2865ce1205d065,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_gate_midpoint-cdbd253d57,mutant,kinetics,gating_voltage_dependence,primary_semantic,shift_gate_midpoint,mild,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""new"": ""-35mV"", ""old"": ""-40mV""}, {""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""new"": ""-60mV"", ""old"": ""-65mV""}], ""channel"": ""naChan"", ""delta_mV"": 5.0, ""gate"": ""m"", ""generator_seed"": 20260917, ""mechanism"": ""rates""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-40mV"", ""new"": ""-35mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-60mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},b4aa27b4e55914ca0e41c18b46034d5cc39a2f818b78e610dab41ac6711bb84c,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_gate_midpoint-6ea0967285,mutant,kinetics,gating_voltage_dependence,primary_semantic,shift_gate_midpoint,strong,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""new"": ""-45mV"", ""old"": ""-55mV""}, {""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""new"": ""-55mV"", ""old"": ""-65mV""}], ""channel"": ""kChan"", ""delta_mV"": 10.0, ""gate"": ""n"", ""generator_seed"": 20260917, ""mechanism"": ""rates""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-55mV"", ""new"": ""-45mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-55mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},94ae57333e00ac4236cb6310425a4abe60a5728c362c0d6177cba52644273e26,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-scale_gate_slope-6f355edc68,mutant,kinetics,gating_voltage_dependence,primary_semantic,scale_gate_slope,mild,"{""changes"": [{""attribute"": ""scale"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""new"": ""12.5mV"", ""old"": ""10mV""}, {""attribute"": ""scale"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""new"": ""-22.5mV"", ""old"": ""-18mV""}], ""channel"": ""naChan"", ""factor"": 1.25, ""gate"": ""m"", ""generator_seed"": 20260917, ""mechanism"": ""rates""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""scale"", ""old"": ""10mV"", ""new"": ""12.5mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""scale"", ""old"": ""-18mV"", ""new"": ""-22.5mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}]",{},2751b85f0d1ad0149e8e1ce6738c60668dd63c3563457e1e720519f6cef899bc,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-shift_forward_rate_midpoint-c7610b4176,mutant,kinetics,gating_voltage_dependence,primary_semantic,shift_forward_rate_midpoint,mild,"{""changes"": [{""attribute"": ""midpoint"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='h']/forwardRate[1]"", ""new"": ""-70mV"", ""old"": ""-65mV""}], ""channel"": ""naChan"", ""delta_mV"": -5.0, ""gate"": ""h"", ""generator_seed"": 20260917, ""mechanism"": ""forward_rate""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='h']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-70mV"", ""action"": ""set"", ""note"": ""shift_forward_rate_midpoint""}]",{},e80499a60b46fa28e1e1945f9d02487c54abe828bb600c3b451c59817b2e2fce,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-increase_dt-c64b4ee7fc,mutant,numerical,numerical_robustness,numerical_robustness,increase_dt,strong,"{""changes"": [{""attribute"": ""step"", ""locator"": ""/Lems[1]/Simulation[@id='sim1']"", ""new"": ""0.04ms"", ""old"": ""0.01ms""}], ""factor"": 4, ""generator_seed"": 20260917}","[{""file"": ""LEMSexamples/LEMS_NML2_Ex5_DetCell.xml"", ""locator"": ""/Lems[1]/Simulation[@id='sim1']"", ""attribute"": ""step"", ""old"": ""0.01ms"", ""new"": ""0.04ms"", ""action"": ""set"", ""note"": ""increase_dt""}]","{""dt_factor"": 4}",04195d38afbd265a56d8e43953500f94848e9728cc968f8da800304f68424947,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-solver_config-7552334614,mutant,numerical,numerical_robustness,numerical_robustness,solver_config,not_applicable,"{""generator_seed"": 20260917, ""mechanism"": ""insert_meta"", ""method"": ""eulertree""}","[{""file"": ""LEMSexamples/LEMS_NML2_Ex5_DetCell.xml"", ""locator"": ""/Lems[1]/Simulation[@id='sim1']/Meta[1]"", ""attribute"": null, ""old"": null, ""new"": ""<Meta for=\""jlems\"" method=\""eulertree\""/>"", ""action"": ""insert"", ""note"": ""solver_config""}]","{""integrator_method"": ""eulertree""}",d38f3ebe5e2163ac55847d590575c8cdcf79b28a891a22c5e8ed97b484b30e07,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-recording_resolution-6959ac57de,mutant,numerical,numerical_robustness,numerical_robustness,recording_resolution,not_applicable,"{""generator_seed"": 20260917, ""sample_every_ms"": 0.05}",[],"{""sample_every_ms"": 0.05}",102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-wrong_channel-c9e7967952,mutant,reference,mechanism_composition,primary_semantic,wrong_channel,not_applicable,"{""changes"": [{""attribute"": ""ionChannel"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""new"": ""naChan"", ""old"": ""kChan""}], ""element_id"": ""kChans"", ""generator_seed"": 20260917, ""new_species"": ""na"", ""old_species"": ""k""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""ionChannel"", ""old"": ""kChan"", ""new"": ""naChan"", ""action"": ""set"", ""note"": ""wrong_channel""}]",{},bc6a496eaf55e950027bd228eb46c301fe1c2612b062ee22324931046f8baf21,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,m-duplicate_conductance-ce59b87707,mutant,reference,mechanism_composition,primary_semantic,duplicate_conductance,not_applicable,"{""generator_seed"": 20260917, ""new_id"": ""naChans_dup"", ""source_id"": ""naChans""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans_dup']"", ""attribute"": null, ""old"": null, ""new"": ""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" id=\""naChans_dup\"" ionChannel=\""naChan\"" condDensity=\""120.0 mS_per_cm2\"" erev=\""50.0 mV\"" ion=\""na\""/>"", ""action"": ""insert"", ""note"": ""duplicate_conductance""}]",{},af752c11b0f17dc7bd5dee47d331c1ec93bfcea5b14088a8cd6e216763ec81c7,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,nml2_hh_example__unit_conversion__000,valid_transform,unit_conversion,control,control,unit_conversion,not_applicable,"{""attribute"": ""rate"", ""file"": ""examples/NML2_SingleCompHHCell.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""n_sites"": 55, ""new"": ""125per_s"", ""old"": ""0.125per_ms"", ""site_index"": 32, ""to_unit"": ""per_s"", ""xsd_type"": ""Nml2Quantity_pertime""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""0.125per_ms"", ""new"": ""125per_s"", ""action"": ""set"", ""note"": ""exact decimal unit conversion (Nml2Quantity_pertime)""}]",{},a077df78cdab552e9a652849f727e673287deedd9521b2eaaa5f666bb174b80e,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,nml2_hh_example__xml_formatting__000,no_change_control,formatting,control,control,xml_formatting,not_applicable,"{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml"", ""n_sites"": 4, ""site_index"": 2, ""style"": ""reindent""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml"", ""attribute"": null, ""old"": null, ""new"": null, ""action"": ""text"", ""note"": ""xml_formatting style=reindent (whitespace/attribute order only)""}]",{},a13381d0419411619344c1df8d98506c8d61e199b8e343e14a4d1e4fc2696de1,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,nml2_hh_example__add_comments__000,no_change_control,formatting,control,control,add_comments,not_applicable,"{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml"", ""n_sites"": 6, ""position"": ""before_each_child"", ""site_index"": 4}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml"", ""attribute"": null, ""old"": null, ""new"": ""6 comment(s)"", ""action"": ""insert"", ""note"": ""add_comments position=before_each_child""}]",{},9b47c1b7fcc7ed0ac143276d78333a5a7839efb10760d77d67a1d47ce096252a,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,nml2_hh_example__numeric_literal_format__000,valid_transform,literal_format,control,control,numeric_literal_format,not_applicable,"{""attribute"": ""diameter"", ""file"": ""examples/NML2_SingleCompHHCell.nml"", ""generator_seed"": 20260917, ""locator"": ""/neuroml/cell[@id='hhcell']/morphology[@id='morph1']/segment[@id='0']/proximal[1]"", ""n_sites"": 111, ""new"": ""17.8412420"", ""old"": ""17.841242"", ""site_index"": 64, ""style"": ""padded"", ""xsd_type"": ""DoubleGreaterThanZero""}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml/cell[@id='hhcell']/morphology[@id='morph1']/segment[@id='0']/proximal[1]"", ""attribute"": ""diameter"", ""old"": ""17.841242"", ""new"": ""17.8412420"", ""action"": ""set"", ""note"": ""numerically identical literal (padded)""}]",{},839f273d463f0f8f82d94a9c91e3dee2de465f029e75f5ced36f0c9dd90bc44a,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
nml2_hh_example,nml2_hh_example__rename_identifier__000,valid_transform,renaming,control,control,rename_identifier,not_applicable,"{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""generator_seed"": 20260917, ""kind"": ""channelDensity"", ""locator"": ""/neuroml/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""n_sites"": 16, ""new"": ""leak_renamed"", ""old"": ""leak"", ""site_index"": 10}","[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""attribute"": ""id"", ""old"": ""leak"", ""new"": ""leak_renamed"", ""action"": ""set"", ""note"": ""rename channelDensity leak -> leak_renamed (locators refer to the pre-edit file)""}]",{},b3dc9916917b947b86340c17d95064b7aae66005d81840a0ded8e3b210a137c8,102aa53b5b3a779523cff43c15024eeb026ccaa4d5ff66fc43b9b624edfb7f5d
