variant_id,model_id,kind,operator,family,tolerance_multiplier,class
m-wrong_compatible_component-30dde70761,pospischil2008_lts,mutant,wrong_compatible_component,reference,0.5,2_non_executable
m-wrong_compatible_component-30dde70761,pospischil2008_lts,mutant,wrong_compatible_component,reference,1.0,2_non_executable
m-wrong_compatible_component-30dde70761,pospischil2008_lts,mutant,wrong_compatible_component,reference,2.0,2_non_executable
m-wrong_compatible_component-30dde70761,pospischil2008_lts,mutant,wrong_compatible_component,reference,4.0,2_non_executable
m-wrong_compatible_component-c51f0c7ae1,pospischil2008_lts,mutant,wrong_compatible_component,reference,0.5,2_non_executable
m-wrong_compatible_component-c51f0c7ae1,pospischil2008_lts,mutant,wrong_compatible_component,reference,1.0,2_non_executable
m-wrong_compatible_component-c51f0c7ae1,pospischil2008_lts,mutant,wrong_compatible_component,reference,2.0,2_non_executable
m-wrong_compatible_component-c51f0c7ae1,pospischil2008_lts,mutant,wrong_compatible_component,reference,4.0,2_non_executable
pospischil2008_lts__unit_conversion__000,pospischil2008_lts,valid_transform,unit_conversion,unit_conversion,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__unit_conversion__000,pospischil2008_lts,valid_transform,unit_conversion,unit_conversion,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__unit_conversion__000,pospischil2008_lts,valid_transform,unit_conversion,unit_conversion,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__unit_conversion__000,pospischil2008_lts,valid_transform,unit_conversion,unit_conversion,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__xml_formatting__000,pospischil2008_lts,no_change_control,xml_formatting,formatting,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__xml_formatting__000,pospischil2008_lts,no_change_control,xml_formatting,formatting,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__xml_formatting__000,pospischil2008_lts,no_change_control,xml_formatting,formatting,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__xml_formatting__000,pospischil2008_lts,no_change_control,xml_formatting,formatting,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__add_comments__000,pospischil2008_lts,no_change_control,add_comments,formatting,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__add_comments__000,pospischil2008_lts,no_change_control,add_comments,formatting,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__add_comments__000,pospischil2008_lts,no_change_control,add_comments,formatting,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__add_comments__000,pospischil2008_lts,no_change_control,add_comments,formatting,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__numeric_literal_format__000,pospischil2008_lts,valid_transform,numeric_literal_format,literal_format,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__numeric_literal_format__000,pospischil2008_lts,valid_transform,numeric_literal_format,literal_format,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__numeric_literal_format__000,pospischil2008_lts,valid_transform,numeric_literal_format,literal_format,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__numeric_literal_format__000,pospischil2008_lts,valid_transform,numeric_literal_format,literal_format,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__rename_identifier__000,pospischil2008_lts,valid_transform,rename_identifier,renaming,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__rename_identifier__000,pospischil2008_lts,valid_transform,rename_identifier,renaming,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__rename_identifier__000,pospischil2008_lts,valid_transform,rename_identifier,renaming,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__rename_identifier__000,pospischil2008_lts,valid_transform,rename_identifier,renaming,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__factor_file__000,pospischil2008_lts,valid_transform,factor_file,factoring,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__factor_file__000,pospischil2008_lts,valid_transform,factor_file,factoring,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__factor_file__000,pospischil2008_lts,valid_transform,factor_file,factoring,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__factor_file__000,pospischil2008_lts,valid_transform,factor_file,factoring,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__reorder_independent__000,pospischil2008_lts,valid_transform,reorder_independent,reordering,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__reorder_independent__000,pospischil2008_lts,valid_transform,reorder_independent,reordering,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__reorder_independent__000,pospischil2008_lts,valid_transform,reorder_independent,reordering,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__reorder_independent__000,pospischil2008_lts,valid_transform,reorder_independent,reordering,4.0,4_equivalent_within_tested_domain
pospischil2008_lts__explicit_default__000,pospischil2008_lts,valid_transform,explicit_default,explicit_default,0.5,4_equivalent_within_tested_domain
pospischil2008_lts__explicit_default__000,pospischil2008_lts,valid_transform,explicit_default,explicit_default,1.0,4_equivalent_within_tested_domain
pospischil2008_lts__explicit_default__000,pospischil2008_lts,valid_transform,explicit_default,explicit_default,2.0,4_equivalent_within_tested_domain
pospischil2008_lts__explicit_default__000,pospischil2008_lts,valid_transform,explicit_default,explicit_default,4.0,4_equivalent_within_tested_domain
