variant_id,model_id,family,operator,params_json,edits_json,exec_overrides_json,description,generator_seed
m-duplicate_conductance-bdd4b1d9e1,acnet2_pyr_soma,reference,duplicate_conductance,"{""new_id"":""Kdr_pyr_soma_group_dup"",""source_id"":""Kdr_pyr_soma_group""}","[{""action"":""insert"",""attribute"":null,""file"":""LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kdr_pyr_soma_group_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""80.0 mS_per_cm2\"" id=\""Kdr_pyr_soma_group_dup\"" ionChannel=\""Kdr_pyr\"" segmentGroup=\""soma_group\"" ion=\""k\"" erev=\""-75.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml:/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kdr_pyr_soma_group'] {""new_id"": ""Kdr_pyr_soma_group_dup"", ""source_id"": ""Kdr_pyr_soma_group""} ",20260917
m-wrong_compatible_component-a38cf2a7ad,acnet2_pyr_soma,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kdr_pyr_soma_group']"",""new"":""Kahp_pyr"",""old"":""Kdr_pyr""}],""element_id"":""Kdr_pyr_soma_group"",""new_species"":""k"",""old_species"":""k""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml"",""locator"":""/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kdr_pyr_soma_group']"",""new"":""Kahp_pyr"",""note"":""wrong_compatible_component"",""old"":""Kdr_pyr""}]",{},"wrong_compatible_component at LEMSexamples/morphologies/pyr_soma_m_in_b_in.cell.nml:/neuroml[@id='pyr_4_sym_soma']/cell[@id='pyr_soma_m_in_b_in']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Kdr_pyr_soma_group'] {""element_id"": ""Kdr_pyr_soma_group"", ""new_species"": ""k"", ""old_species"": ""k""} ionChannel: 'Kdr_pyr' -> 'Kahp_pyr'",20260917
m-scale_conductance-0fd04dc708,migliore2014_mt_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""44.0 mS_per_cm2"",""old"":""40.0 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""nax_ModelViewParmSubset_1"",""factor"":1.1}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""44.0 mS_per_cm2"",""note"":""scale_conductance"",""old"":""40.0 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""nax_ModelViewParmSubset_1"", ""factor"": 1.1} condDensity: '40.0 mS_per_cm2' -> '44.0 mS_per_cm2'",20260917
m-scale_conductance-a9d05675ab,migliore2014_mt_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""0.07499997 mS_per_cm2"",""old"":""0.0833333 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""pas_ModelViewParmSubset_1"",""factor"":0.9}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""0.07499997 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.0833333 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""pas_ModelViewParmSubset_1"", ""factor"": 0.9} condDensity: '0.0833333 mS_per_cm2' -> '0.07499997 mS_per_cm2'",20260917
m-scale_conductance-fd3b7c7dcc,migliore2014_mt_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1']"",""new"":""2.0 mS_per_cm2"",""old"":""4.0 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""kamt_ModelViewParmSubset_1"",""factor"":0.5}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1']"",""new"":""2.0 mS_per_cm2"",""note"":""scale_conductance"",""old"":""4.0 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""kamt_ModelViewParmSubset_1"", ""factor"": 0.5} condDensity: '4.0 mS_per_cm2' -> '2.0 mS_per_cm2'",20260917
m-scale_conductance-de26f4d2e1,migliore2014_mt_soma,biophysical,scale_conductance,"{""changes"":[{""attribute"":""condDensity"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""0.1666666 mS_per_cm2"",""old"":""0.0833333 mS_per_cm2""}],""element"":""channelDensity"",""element_id"":""pas_ModelViewParmSubset_1"",""factor"":2.0}","[{""action"":""set"",""attribute"":""condDensity"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""0.1666666 mS_per_cm2"",""note"":""scale_conductance"",""old"":""0.0833333 mS_per_cm2""}]",{},"scale_conductance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""pas_ModelViewParmSubset_1"", ""factor"": 2.0} condDensity: '0.0833333 mS_per_cm2' -> '0.1666666 mS_per_cm2'",20260917
m-shift_reversal-7be708c601,migliore2014_mt_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kdrmt_all']"",""new"":""-88.0 mV"",""old"":""-90.0 mV""}],""element"":""channelDensity"",""element_id"":""kdrmt_all"",""shift_mV"":2.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kdrmt_all']"",""new"":""-88.0 mV"",""note"":""shift_reversal"",""old"":""-90.0 mV""}]",{},"shift_reversal at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kdrmt_all'] {""element"": ""channelDensity"", ""element_id"": ""kdrmt_all"", ""shift_mV"": 2.0} erev: '-90.0 mV' -> '-88.0 mV'",20260917
m-shift_reversal-d4460926dc,migliore2014_mt_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""-66.7723 mV"",""old"":""-61.7723 mV""}],""element"":""channelDensity"",""element_id"":""pas_ModelViewParmSubset_1"",""shift_mV"":-5.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""-66.7723 mV"",""note"":""shift_reversal"",""old"":""-61.7723 mV""}]",{},"shift_reversal at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""pas_ModelViewParmSubset_1"", ""shift_mV"": -5.0} erev: '-61.7723 mV' -> '-66.7723 mV'",20260917
m-shift_reversal-3bffbb8e9b,migliore2014_mt_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1']"",""new"":""-80.0 mV"",""old"":""-90.0 mV""}],""element"":""channelDensity"",""element_id"":""kamt_ModelViewParmSubset_1"",""shift_mV"":10.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1']"",""new"":""-80.0 mV"",""note"":""shift_reversal"",""old"":""-90.0 mV""}]",{},"shift_reversal at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='kamt_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""kamt_ModelViewParmSubset_1"", ""shift_mV"": 10.0} erev: '-90.0 mV' -> '-80.0 mV'",20260917
m-shift_reversal-9acb9774d9,migliore2014_mt_soma,biophysical,shift_reversal,"{""changes"":[{""attribute"":""erev"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""60.0 mV"",""old"":""50.0 mV""}],""element"":""channelDensity"",""element_id"":""nax_ModelViewParmSubset_1"",""shift_mV"":10.0}","[{""action"":""set"",""attribute"":""erev"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""60.0 mV"",""note"":""shift_reversal"",""old"":""50.0 mV""}]",{},"shift_reversal at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1'] {""element"": ""channelDensity"", ""element_id"": ""nax_ModelViewParmSubset_1"", ""shift_mV"": 10.0} erev: '50.0 mV' -> '60.0 mV'",20260917
m-scale_capacitance-669e5e35b9,migliore2014_mt_soma,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""1.44 uF_per_cm2"",""old"":""1.8 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.8}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""1.44 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.8 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.8} value: '1.8 uF_per_cm2' -> '1.44 uF_per_cm2'",20260917
m-scale_capacitance-f459583f48,migliore2014_mt_soma,biophysical,scale_capacitance,"{""changes"":[{""attribute"":""value"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.9 uF_per_cm2"",""old"":""1.8 uF_per_cm2""}],""element"":""specificCapacitance"",""element_id"":null,""factor"":0.5}","[{""action"":""set"",""attribute"":""value"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"",""new"":""0.9 uF_per_cm2"",""note"":""scale_capacitance"",""old"":""1.8 uF_per_cm2""}]",{},"scale_capacitance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1] {""element"": ""specificCapacitance"", ""element_id"": null, ""factor"": 0.5} value: '1.8 uF_per_cm2' -> '0.9 uF_per_cm2'",20260917
m-shift_gate_midpoint-f6ccf19d87,migliore2014_mt_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"",""new"":""-50mV"",""old"":""-45mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"",""new"":""-50mV"",""old"":""-45mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"",""new"":""12.5mV"",""old"":""17.5mV""}],""channel"":""kamt"",""delta_mV"":-5.0,""gate"":""m"",""mechanism"":""rates_and_steady_state""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"",""new"":""-50mV"",""note"":""shift_gate_midpoint"",""old"":""-45mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"",""new"":""-50mV"",""note"":""shift_gate_midpoint"",""old"":""-45mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"",""new"":""12.5mV"",""note"":""shift_gate_midpoint"",""old"":""17.5mV""}]",{},"shift_gate_midpoint at NeuroML2/Channels/kamt.channel.nml:/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m'] {""channel"": ""kamt"", ""delta_mV"": -5.0, ""gate"": ""m"", ""mechanism"": ""rates_and_steady_state""} midpoint: '-45mV' -> '-50mV'; midpoint: '-45mV' -> '-50mV'; midpoint: '17.5mV' -> '12.5mV'",20260917
m-shift_gate_midpoint-c36e1e57f0,migliore2014_mt_soma,kinetics,shift_gate_midpoint,"{""changes"":[{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/forwardRate[1]"",""new"":""-60mV"",""old"":""-70mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/reverseRate[1]"",""new"":""-60mV"",""old"":""-70mV""},{""attribute"":""midpoint"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/steadyState[1]"",""new"":""-31.7mV"",""old"":""-41.7mV""}],""channel"":""kamt"",""delta_mV"":10.0,""gate"":""h"",""mechanism"":""rates_and_steady_state""}","[{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/forwardRate[1]"",""new"":""-60mV"",""note"":""shift_gate_midpoint"",""old"":""-70mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/reverseRate[1]"",""new"":""-60mV"",""note"":""shift_gate_midpoint"",""old"":""-70mV""},{""action"":""set"",""attribute"":""midpoint"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/steadyState[1]"",""new"":""-31.7mV"",""note"":""shift_gate_midpoint"",""old"":""-41.7mV""}]",{},"shift_gate_midpoint at NeuroML2/Channels/kamt.channel.nml:/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h'] {""channel"": ""kamt"", ""delta_mV"": 10.0, ""gate"": ""h"", ""mechanism"": ""rates_and_steady_state""} midpoint: '-70mV' -> '-60mV'; midpoint: '-70mV' -> '-60mV'; midpoint: '-41.7mV' -> '-31.7mV'",20260917
m-scale_gate_slope-15951a0f18,migliore2014_mt_soma,kinetics,scale_gate_slope,"{""changes"":[{""attribute"":""scale"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"",""new"":""8mV"",""old"":""10mV""},{""attribute"":""scale"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"",""new"":""10.666666664mV"",""old"":""13.33333333mV""},{""attribute"":""scale"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"",""new"":""11.2mV"",""old"":""14mV""}],""channel"":""kamt"",""factor"":0.8,""gate"":""m"",""mechanism"":""rates_and_steady_state""}","[{""action"":""set"",""attribute"":""scale"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"",""new"":""8mV"",""note"":""scale_gate_slope"",""old"":""10mV""},{""action"":""set"",""attribute"":""scale"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"",""new"":""10.666666664mV"",""note"":""scale_gate_slope"",""old"":""13.33333333mV""},{""action"":""set"",""attribute"":""scale"",""file"":""NeuroML2/Channels/kamt.channel.nml"",""locator"":""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"",""new"":""11.2mV"",""note"":""scale_gate_slope"",""old"":""14mV""}]",{},"scale_gate_slope at NeuroML2/Channels/kamt.channel.nml:/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m'] {""channel"": ""kamt"", ""factor"": 0.8, ""gate"": ""m"", ""mechanism"": ""rates_and_steady_state""} scale: '10mV' -> '8mV'; scale: '13.33333333mV' -> '10.666666664mV'; scale: '14mV' -> '11.2mV'",20260917
m-increase_dt-86f7c3d69e,migliore2014_mt_soma,numerical,increase_dt,"{""changes"":[{""attribute"":""step"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.04ms"",""old"":""0.01ms""}],""factor"":4}","[{""action"":""set"",""attribute"":""step"",""file"":""NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml"",""locator"":""/Lems[1]/Component[@id='sim1']"",""new"":""0.04ms"",""note"":""increase_dt"",""old"":""0.01ms""}]","{""dt_factor"":4}","increase_dt at NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml:/Lems[1]/Component[@id='sim1'] {""factor"": 4} step: '0.01ms' -> '0.04ms'",20260917
m-solver_config-7333128140,migliore2014_mt_soma,numerical,solver_config,"{""mechanism"":""insert_meta"",""method"":""eulertree""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml"",""locator"":""/Lems[1]/Component[@id='sim1']/Meta[1]"",""new"":""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"",""note"":""solver_config"",""old"":null}]","{""integrator_method"":""eulertree""}","solver_config at NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml:/Lems[1]/Component[@id='sim1'] {""mechanism"": ""insert_meta"", ""method"": ""eulertree""} ",20260917
m-recording_resolution-1709456cdd,migliore2014_mt_soma,numerical,recording_resolution,"{""sample_every_ms"":0.05}",[],"{""sample_every_ms"":0.05}","recording_resolution at exec:exec_overrides.sample_every_ms {""sample_every_ms"": 0.05} ",20260917
m-wrong_channel-aa3604e9d4,migliore2014_mt_soma,reference,wrong_channel,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""nax__sh10"",""old"":""pas""}],""element_id"":""pas_ModelViewParmSubset_1"",""new_species"":""na"",""old_species"":""non_specific""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"",""new"":""nax__sh10"",""note"":""wrong_channel"",""old"":""pas""}]",{},"wrong_channel at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1'] {""element_id"": ""pas_ModelViewParmSubset_1"", ""new_species"": ""na"", ""old_species"": ""non_specific""} ionChannel: 'pas' -> 'nax__sh10'",20260917
m-omit_include-a855d45581,migliore2014_mt_soma,reference,omit_include,"{""href"":""../kamt.channel.nml"",""removed"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../kamt.channel.nml\""/>""}","[{""action"":""remove"",""attribute"":null,""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/include[1]"",""new"":null,""note"":""omit_include"",""old"":""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../kamt.channel.nml\""/>""}]",{},"omit_include at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/include[1] {""href"": ""../kamt.channel.nml"", ""removed"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../kamt.channel.nml\""/>""} ",20260917
m-duplicate_conductance-36dae66739,migliore2014_mt_soma,reference,duplicate_conductance,"{""new_id"":""nax_ModelViewParmSubset_1_dup"",""source_id"":""nax_ModelViewParmSubset_1""}","[{""action"":""insert"",""attribute"":null,""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1_dup']"",""new"":""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""40.0 mS_per_cm2\"" id=\""nax_ModelViewParmSubset_1_dup\"" ionChannel=\""nax__sh10\"" segmentGroup=\""soma_group\"" ion=\""na\"" erev=\""50.0 mV\""/>"",""note"":""duplicate_conductance"",""old"":null}]",{},"duplicate_conductance at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1'] {""new_id"": ""nax_ModelViewParmSubset_1_dup"", ""source_id"": ""nax_ModelViewParmSubset_1""} ",20260917
m-wrong_compatible_component-d99b9d3dab,migliore2014_mt_soma,reference,wrong_compatible_component,"{""changes"":[{""attribute"":""ionChannel"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""nax"",""old"":""nax__sh10""}],""element_id"":""nax_ModelViewParmSubset_1"",""new_species"":""na"",""old_species"":""na""}","[{""action"":""set"",""attribute"":""ionChannel"",""file"":""NeuroML2/Channels/test/MT_soma.cell.nml"",""locator"":""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"",""new"":""nax"",""note"":""wrong_compatible_component"",""old"":""nax__sh10""}]",{},"wrong_compatible_component at NeuroML2/Channels/test/MT_soma.cell.nml:/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1'] {""element_id"": ""nax_ModelViewParmSubset_1"", ""new_species"": ""na"", ""old_species"": ""na""} ionChannel: 'nax__sh10' -> 'nax'",20260917
