model_id,protocol_id,feature,kind,f_h,f_h2,f_h4,state_h,state_h2,abs_floor,rel_term,refine_term,tau,limiting,note
acnet2_pyr_soma,P00_canonical,adaptation_index,numeric,0.08360766405035329,0.08394194146984126,0.0840867945035863,defined,defined,0.01,0.008360766405035329,0.0010028322584638982,0.01,abs_floor,
acnet2_pyr_soma,P00_canonical,ahp_depth,numeric,-7.047089353288882,-7.040942077636629,-7.037860641479497,defined,defined,0.5,0.3523544676644441,0.01844182695676011,0.5,abs_floor,
acnet2_pyr_soma,P00_canonical,ap_amplitude,numeric,100.04901504481984,99.87902450527808,99.74743652320686,defined,defined,1.0,2.000980300896397,0.5099716186252721,2.000980300896397,relative,
acnet2_pyr_soma,P00_canonical,ap_half_width,numeric,0.5800000000002967,0.5800000000002967,0.5900000000003018,defined,defined,0.05,0.029000000000014837,0.0,0.05,abs_floor,
acnet2_pyr_soma,P00_canonical,baseline_voltage,numeric,-65.95622943333215,-65.9562579345703,-65.95627235412597,defined,defined,0.5,0.0,8.550371444471239e-05,0.5,abs_floor,
acnet2_pyr_soma,P00_canonical,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
acnet2_pyr_soma,P00_canonical,first_isi,numeric,18.340000000009383,18.300000000009362,18.280000000009352,defined,defined,0.5,0.36680000000018764,0.12000000000006139,0.5,abs_floor,
acnet2_pyr_soma,P00_canonical,first_spike_latency,numeric,32.640000000015604,32.6300000000156,32.620000000015594,defined,defined,0.5,0.6528000000003121,0.030000000000015348,0.6528000000003121,relative,
acnet2_pyr_soma,P00_canonical,last_isi,numeric,76.88999999993013,76.5899999999304,76.43999999993054,defined,defined,0.5,1.5377999999986025,0.8999999999991815,1.5377999999986025,relative,
acnet2_pyr_soma,P00_canonical,mean_frequency,numeric,16.20909735590306,16.27074520014227,16.301911399123668,defined,defined,0.5,0.8104548677951531,0.18494353271762165,0.8104548677951531,relative,
acnet2_pyr_soma,P00_canonical,spike_count,count,8.0,8.0,8.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P02_weak_step,baseline_voltage,numeric,-67.60466311136881,-67.60463941446939,-67.60462742360433,defined,defined,0.5,0.0,7.109069825617098e-05,0.5,abs_floor,
acnet2_pyr_soma,P02_weak_step,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P02_weak_step,steady_state_voltage,numeric,-66.2136446029663,-66.2136438430786,-66.21364339752198,defined,defined,0.5,0.0,2.2796630929633466e-06,0.5,abs_floor,
acnet2_pyr_soma,P02_weak_step,voltage_deflection,numeric,1.3910185084025102,1.390995571390789,1.39098402608235,defined,defined,0.5,0.06955092542012552,6.881103516320763e-05,0.5,abs_floor,
acnet2_pyr_soma,P03_rheobase,rheobase,numeric,0.007615600027320539,0.007615600027320539,0.007615600027320539,defined,defined,6.830134553650717e-05,0.00015231200054641078,0.0,0.00015231200054641078,relative,
acnet2_pyr_soma,P04_step_2x,adaptation_index,numeric,,,,not_applicable,not_applicable,0.01,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P04_step_2x,ahp_depth,numeric,-7.019535802205411,-7.016957875569673,-7.015665374755841,defined,defined,0.5,0.35097679011027055,0.007733779907212579,0.5,abs_floor,
acnet2_pyr_soma,P04_step_2x,ap_amplitude,numeric,98.06893539575677,97.6356582663006,97.41579055911296,defined,defined,1.0,1.9613787079151355,1.299831388368517,1.9613787079151355,relative,
acnet2_pyr_soma,P04_step_2x,ap_half_width,numeric,0.5699999999994816,0.5699999999994816,0.5799999999994725,defined,defined,0.05,0.02849999999997408,0.0,0.05,abs_floor,
acnet2_pyr_soma,P04_step_2x,burst_count,count,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P04_step_2x,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
acnet2_pyr_soma,P04_step_2x,first_isi,numeric,451.11999999958977,450.1799999995906,449.70999999959105,defined,defined,0.5,9.022399999991796,2.8199999999974352,9.022399999991796,relative,
acnet2_pyr_soma,P04_step_2x,first_spike_latency,numeric,25.40999999984905,25.359999999849094,25.32999999984912,defined,defined,0.5,0.508199999996981,0.14999999999986358,0.508199999996981,relative,
acnet2_pyr_soma,P04_step_2x,last_isi,numeric,451.11999999958977,450.1799999995906,449.70999999959105,defined,defined,0.5,9.022399999991796,2.8199999999974352,9.022399999991796,relative,
acnet2_pyr_soma,P04_step_2x,mean_frequency,numeric,4.197007533633466,4.2057450477401614,4.210171775013382,defined,defined,0.5,0.20985037668167328,0.02621254232008763,0.5,abs_floor,
acnet2_pyr_soma,P04_step_2x,spike_count,count,2.0,2.0,2.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P05_long_step,adaptation_index,numeric,-8.519410542851502e-06,-8.532786352377084e-06,8.556948537842032e-13,defined,defined,0.01,8.519410542851503e-07,4.0127428576745386e-08,0.01,abs_floor,
acnet2_pyr_soma,P05_long_step,ahp_depth,numeric,-7.059071324666348,-7.056752797444673,-7.055582323710112,defined,defined,0.5,0.3529535662333174,0.006955581665025079,0.5,abs_floor,
acnet2_pyr_soma,P05_long_step,ap_amplitude,numeric,98.06814575218911,97.55448913585151,97.28872299264353,defined,defined,1.0,1.9613629150437824,1.5409698490127965,1.9613629150437824,relative,
acnet2_pyr_soma,P05_long_step,ap_half_width,numeric,0.5699999999994816,0.5799999999994725,0.5799999999994725,defined,defined,0.05,0.02849999999997408,0.029999999999972715,0.05,abs_floor,
acnet2_pyr_soma,P05_long_step,burst_count,count,1.0,1.0,1.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P05_long_step,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
acnet2_pyr_soma,P05_long_step,first_isi,numeric,585.3699999994676,584.4299999994685,583.9699999994689,defined,defined,0.5,11.707399999989352,2.8199999999974352,11.707399999989352,relative,
acnet2_pyr_soma,P05_long_step,first_spike_latency,numeric,37.16999999983835,37.10999999983841,37.079999999838435,defined,defined,0.5,0.7433999999967671,0.1799999999998363,0.7433999999967671,relative,
acnet2_pyr_soma,P05_long_step,last_isi,numeric,586.8900000005651,585.9700000005014,585.5100000004695,defined,defined,0.5,11.737800000011303,2.760000000191212,11.737800000011303,relative,
acnet2_pyr_soma,P05_long_step,mean_frequency,numeric,2.2267623432228354,2.2302884320523764,2.2320556674692877,defined,defined,0.5,0.11133811716114178,0.010578266488622923,0.5,abs_floor,
acnet2_pyr_soma,P05_long_step,spike_count,count,4.0,4.0,4.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P06_ramp,firing_regime,categorical,tonic,tonic,tonic,defined,defined,0.0,0.0,0.0,0.0,exact,
acnet2_pyr_soma,P06_ramp,first_spike_latency,numeric,501.13999999941643,501.0599999994165,501.01999999941654,defined,defined,0.5,10.02279999998833,0.23999999999978172,10.02279999998833,relative,
acnet2_pyr_soma,P06_ramp,mean_frequency,numeric,2.240017920145719,2.2421273304134544,2.243183526062546,defined,defined,0.5,0.11200089600728597,0.00632823080320577,0.5,abs_floor,
acnet2_pyr_soma,P06_ramp,spike_count,count,2.0,2.0,2.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,baseline_voltage,numeric,-67.60466311136881,-67.60463941446939,-67.60462755839029,defined,defined,0.5,0.0,7.109069825617098e-05,0.5,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,minimum_voltage,numeric,-71.07988739013672,-71.0798568725586,-71.07984924316406,defined,defined,0.5,0.0,9.1552734375e-05,0.5,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,sag_ratio,numeric,0.07644029205149086,0.07643158331354749,0.07642926468956382,defined,defined,0.02,0.003822014602574543,2.6126213830107714e-05,0.02,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,steady_state_voltage,numeric,-70.81424023132327,-70.81424049987795,-70.81424060516358,defined,defined,0.5,0.0,8.056640581344254e-07,0.5,abs_floor,
acnet2_pyr_soma,P07_hyperpolarizing_step,voltage_deflection,numeric,-3.20957711995446,-3.209601085408565,-3.209613046773285,defined,defined,0.5,0.16047885599772302,7.18963623143054e-05,0.5,abs_floor,
acnet2_pyr_soma,P08_rebound,firing_regime,categorical,silent,silent,silent,defined,defined,0.0,0.0,0.0,0.0,exact,
acnet2_pyr_soma,P08_rebound,first_spike_latency,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P08_rebound,maximum_voltage,numeric,-66.67127990722656,-66.67135620117188,-66.67139434814453,defined,defined,1.0,0.0,0.0002288818359375,1.0,abs_floor,
acnet2_pyr_soma,P08_rebound,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
acnet2_pyr_soma,P09_short_pulse,ahp_depth,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P09_short_pulse,ap_amplitude,numeric,,,,not_applicable,not_applicable,1.0,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P09_short_pulse,ap_half_width,numeric,,,,not_applicable,not_applicable,0.05,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P09_short_pulse,first_spike_latency,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
acnet2_pyr_soma,P09_short_pulse,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
migliore2014_mt_soma,P00_canonical,adaptation_index,numeric,,,,not_applicable,not_applicable,0.01,0.0,0.0,inf,both_undefined,
migliore2014_mt_soma,P00_canonical,ahp_depth,numeric,-12.39068603515625,-12.354972194083288,-12.337360021486802,defined,defined,0.5,0.6195343017578125,0.10714152321888548,0.6195343017578125,relative,
migliore2014_mt_soma,P00_canonical,ap_amplitude,numeric,84.54416275022575,84.60015106199378,84.67765426633946,defined,defined,1.0,1.690883255004515,0.16796493530409862,1.690883255004515,relative,
migliore2014_mt_soma,P00_canonical,ap_half_width,numeric,3.849999999999234,3.849999999999234,3.86999999999923,defined,defined,0.05,0.1924999999999617,0.0,0.1924999999999617,relative,
migliore2014_mt_soma,P00_canonical,baseline_voltage,numeric,-64.9999771118164,-64.99992435132687,-64.99995076952882,defined,defined,0.5,0.0,0.00015828146861451842,0.5,abs_floor,
migliore2014_mt_soma,P00_canonical,firing_regime,categorical,single_spike,single_spike,single_spike,defined,defined,0.0,0.0,0.0,0.0,exact,
migliore2014_mt_soma,P00_canonical,first_isi,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
migliore2014_mt_soma,P00_canonical,first_spike_latency,numeric,15.58000000000149,15.520000000001502,15.500000000001506,defined,defined,0.5,0.3116000000000298,0.1799999999999642,0.5,abs_floor,
migliore2014_mt_soma,P00_canonical,last_isi,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
migliore2014_mt_soma,P00_canonical,mean_frequency,numeric,,,,not_applicable,not_applicable,0.5,0.0,0.0,inf,both_undefined,
migliore2014_mt_soma,P00_canonical,spike_count,count,1.0,1.0,1.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
migliore2014_mt_soma,P02_weak_step,baseline_voltage,numeric,-64.9999771118164,-64.9999771118164,-64.99997692871095,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
migliore2014_mt_soma,P02_weak_step,spike_count,count,0.0,0.0,0.0,defined,defined,0.5,0.0,0.0,0.5,abs_floor,
migliore2014_mt_soma,P02_weak_step,steady_state_voltage,numeric,-58.44957622985835,-58.449576139068554,-58.449575885009764,defined,defined,0.5,0.0,2.7236939104113844e-07,0.5,abs_floor,
migliore2014_mt_soma,P02_weak_step,voltage_deflection,numeric,6.550400881958055,6.550400972747852,6.550401043701186,defined,defined,0.5,0.32752004409790275,2.7236939104113844e-07,0.5,abs_floor,
migliore2014_mt_soma,P03_rheobase,rheobase,numeric,0.024690936411447307,0.024690936411447307,0.024690936411447307,defined,defined,6.83013455365089e-05,0.0004938187282289461,0.0,0.0004938187282289461,relative,
migliore2014_mt_soma,P04_step_2x,adaptation_index,numeric,0.0076978106032479145,0.007682093803921673,0.007698809338994023,defined,defined,0.01,0.0007697810603247915,4.7150397978723904e-05,0.01,abs_floor,
migliore2014_mt_soma,P04_step_2x,ahp_depth,numeric,-13.209152221679446,-13.192115783691406,-13.183663144429445,defined,defined,0.5,0.6604576110839724,0.051109313964118996,0.6604576110839724,relative,
migliore2014_mt_soma,P04_step_2x,ap_amplitude,numeric,84.44722366475656,84.47930145405832,84.4825592055659,defined,defined,1.0,1.6889444732951313,0.09623336790525627,1.6889444732951313,relative,
