study_id,project_name,study_phase,protocol_version,designation,variant_id,operator,family,stratum,edits,exec_overrides,assigned_class,detecting_protocols,human_auditor,edit_matches_label (yes/no),class_plausible (yes/no),notes
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-f6ccf19d87,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-45mV"", ""new"": ""-50mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-45mV"", ""new"": ""-50mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"", ""attribute"": ""midpoint"", ""old"": ""17.5mV"", ""new"": ""12.5mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-c36e1e57f0,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-70mV"", ""new"": ""-60mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-70mV"", ""new"": ""-60mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='h']/steadyState[1]"", ""attribute"": ""midpoint"", ""old"": ""-41.7mV"", ""new"": ""-31.7mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},6_silent_under_canonical,P05_long_step;P06_ramp,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_slope-15951a0f18,scale_gate_slope,kinetics,primary_semantic,"[{""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/forwardRate[1]"", ""attribute"": ""scale"", ""old"": ""10mV"", ""new"": ""8mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/reverseRate[1]"", ""attribute"": ""scale"", ""old"": ""13.33333333mV"", ""new"": ""10.666666664mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}, {""file"": ""NeuroML2/Channels/kamt.channel.nml"", ""locator"": ""/neuroml[@id='kamt']/ionChannel[@id='kamt']/gate[@id='m']/steadyState[1]"", ""attribute"": ""scale"", ""old"": ""14mV"", ""new"": ""11.2mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-increase_dt-86f7c3d69e,increase_dt,numerical,numerical_robustness,"[{""file"": ""NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml"", ""locator"": ""/Lems[1]/Component[@id='sim1']"", ""attribute"": ""step"", ""old"": ""0.01ms"", ""new"": ""0.04ms"", ""action"": ""set"", ""note"": ""increase_dt""}]","{""dt_factor"": 4}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-7333128140,solver_config,numerical,numerical_robustness,"[{""file"": ""NeuroML2/Channels/test/LEMS_OlfactoryTest_12.xml"", ""locator"": ""/Lems[1]/Component[@id='sim1']/Meta[1]"", ""attribute"": null, ""old"": null, ""new"": ""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"", ""action"": ""insert"", ""note"": ""solver_config""}]","{""integrator_method"": ""eulertree""}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-1709456cdd,recording_resolution,numerical,numerical_robustness,[],"{""sample_every_ms"": 0.05}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-aa3604e9d4,wrong_channel,reference,primary_semantic,"[{""file"": ""NeuroML2/Channels/test/MT_soma.cell.nml"", ""locator"": ""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='pas_ModelViewParmSubset_1']"", ""attribute"": ""ionChannel"", ""old"": ""pas"", ""new"": ""nax__sh10"", ""action"": ""set"", ""note"": ""wrong_channel""}]",{},3_numerically_unstable,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-omit_include-a855d45581,omit_include,reference,primary_semantic,"[{""file"": ""NeuroML2/Channels/test/MT_soma.cell.nml"", ""locator"": ""/neuroml[@id='MT_soma']/include[1]"", ""attribute"": null, ""old"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""../kamt.channel.nml\""/>"", ""new"": null, ""action"": ""remove"", ""note"": ""omit_include""}]",{},1_structurally_invalid,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-duplicate_conductance-36dae66739,duplicate_conductance,reference,primary_semantic,"[{""file"": ""NeuroML2/Channels/test/MT_soma.cell.nml"", ""locator"": ""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1_dup']"", ""attribute"": null, ""old"": null, ""new"": ""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""40.0 mS_per_cm2\"" id=\""nax_ModelViewParmSubset_1_dup\"" ionChannel=\""nax__sh10\"" segmentGroup=\""soma_group\"" ion=\""na\"" erev=\""50.0 mV\""/>"", ""action"": ""insert"", ""note"": ""duplicate_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_compatible_component-d99b9d3dab,wrong_compatible_component,reference,primary_semantic,"[{""file"": ""NeuroML2/Channels/test/MT_soma.cell.nml"", ""locator"": ""/neuroml[@id='MT_soma']/cell[@id='MT_soma']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='nax_ModelViewParmSubset_1']"", ""attribute"": ""ionChannel"", ""old"": ""nax__sh10"", ""new"": ""nax"", ""action"": ""set"", ""note"": ""wrong_compatible_component""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-ae18f4c43e,scale_conductance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans']"", ""attribute"": ""condDensity"", ""old"": ""120.0 mS_per_cm2"", ""new"": ""150.0 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P08_rebound,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-f937b97f50,scale_conductance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""condDensity"", ""old"": ""360 S_per_m2"", ""new"": ""324 S_per_m2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-1b265d3832,scale_conductance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""attribute"": ""condDensity"", ""old"": ""3.0 S_per_m2"", ""new"": ""1.5 S_per_m2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-ecad0d4d76,scale_conductance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""condDensity"", ""old"": ""360 S_per_m2"", ""new"": ""720 S_per_m2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-a84a36ad81,shift_reversal,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans']"", ""attribute"": ""erev"", ""old"": ""50.0 mV"", ""new"": ""45.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-b9112ba83d,shift_reversal,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""erev"", ""old"": ""-77mV"", ""new"": ""-79mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-36bce9b069,shift_reversal,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='leak']"", ""attribute"": ""erev"", ""old"": ""-54.3mV"", ""new"": ""-64.3mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_reversal-754db6a01c,shift_reversal,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""erev"", ""old"": ""-77mV"", ""new"": ""-87mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-0eba58b1c3,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.8 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P08_rebound,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_capacitance-e015416fbf,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.5 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P08_rebound,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-06060ba499,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""1per_ms"", ""new"": ""0.8per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""4per_ms"", ""new"": ""3.2per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_time_constant-445843d9fa,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""0.1per_ms"", ""new"": ""0.2per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""0.125per_ms"", ""new"": ""0.25per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-cdbd253d57,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-40mV"", ""new"": ""-35mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-60mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_gate_midpoint-6ea0967285,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-55mV"", ""new"": ""-45mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='kChan']/gateHHrates[@id='n']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-55mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_gate_slope-6f355edc68,scale_gate_slope,kinetics,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/forwardRate[1]"", ""attribute"": ""scale"", ""old"": ""10mV"", ""new"": ""12.5mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}, {""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='m']/reverseRate[1]"", ""attribute"": ""scale"", ""old"": ""-18mV"", ""new"": ""-22.5mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-shift_forward_rate_midpoint-c7610b4176,shift_forward_rate_midpoint,kinetics,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/ionChannelHH[@id='naChan']/gateHHrates[@id='h']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-65mV"", ""new"": ""-70mV"", ""action"": ""set"", ""note"": ""shift_forward_rate_midpoint""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-increase_dt-c64b4ee7fc,increase_dt,numerical,numerical_robustness,"[{""file"": ""LEMSexamples/LEMS_NML2_Ex5_DetCell.xml"", ""locator"": ""/Lems[1]/Simulation[@id='sim1']"", ""attribute"": ""step"", ""old"": ""0.01ms"", ""new"": ""0.04ms"", ""action"": ""set"", ""note"": ""increase_dt""}]","{""dt_factor"": 4}",5_non_equivalent,P00_canonical;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-solver_config-7552334614,solver_config,numerical,numerical_robustness,"[{""file"": ""LEMSexamples/LEMS_NML2_Ex5_DetCell.xml"", ""locator"": ""/Lems[1]/Simulation[@id='sim1']/Meta[1]"", ""attribute"": null, ""old"": null, ""new"": ""<Meta for=\""jlems\"" method=\""eulertree\""/>"", ""action"": ""insert"", ""note"": ""solver_config""}]","{""integrator_method"": ""eulertree""}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-recording_resolution-6959ac57de,recording_resolution,numerical,numerical_robustness,[],"{""sample_every_ms"": 0.05}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-wrong_channel-c9e7967952,wrong_channel,reference,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='kChans']"", ""attribute"": ""ionChannel"", ""old"": ""kChan"", ""new"": ""naChan"", ""action"": ""set"", ""note"": ""wrong_channel""}]",{},2_non_executable,,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-duplicate_conductance-ce59b87707,duplicate_conductance,reference,primary_semantic,"[{""file"": ""examples/NML2_SingleCompHHCell.nml"", ""locator"": ""/neuroml[@id='NML2_SingleCompHHCell']/cell[@id='hhcell']/biophysicalProperties[@id='bioPhys1']/membraneProperties[1]/channelDensity[@id='naChans_dup']"", ""attribute"": null, ""old"": null, ""new"": ""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" id=\""naChans_dup\"" ionChannel=\""naChan\"" condDensity=\""120.0 mS_per_cm2\"" erev=\""50.0 mV\"" ion=\""na\""/>"", ""action"": ""insert"", ""note"": ""duplicate_conductance""}]",{},5_non_equivalent,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P08_rebound;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-d67ea70a4a,scale_conductance,biophysical,primary_semantic,"[{""file"": ""cells/HH2/HH2_477127614.cell.nml"", ""locator"": ""/neuroml[@id='HH2_477127614']/cell[@id='HH2_477127614']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='IL_all']"", ""attribute"": ""condDensity"", ""old"": ""0.420603376924 mS_per_cm2"", ""new"": ""0.3364827015392 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},6_silent_under_canonical,P05_long_step,,,,
neuron_model_behavioral_validation,Neuraxis,development_pilot,PILOT2_PROTOCOL,Exploratory development data; second development iteration informed by Pilot 1; not independent confirmation; never pooled with the confirmatory held-out estimate,m-scale_conductance-61ece641cf,scale_conductance,biophysical,primary_semantic,"[{""file"": ""cells/HH2/HH2_477127614.cell.nml"", ""locator"": ""/neuroml[@id='HH2_477127614']/cell[@id='HH2_477127614']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityVShift[@id='Na_all']"", ""attribute"": ""condDensity"", ""old"": ""59.6748241295 mS_per_cm2"", ""new"": ""47.7398593036 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,,,,
